sample_idx,baseline,avg_kl,exact_match,num_masks
22,cond_sample,12.687067985534668,0,1
22,cond_topk_rescore,12.687067985534668,0,1
22,gibbs,12.687067985534668,0,1
23,ground_truth,-2.6109773898497224e-08,1,1
23,untouched,15.066255569458008,0,1
23,random_token,9.969746589660645,0,1
23,cond_argmax,9.080777168273926,0,1
23,cond_sample,4.967472553253174,0,1
23,cond_topk_rescore,-2.6109773898497224e-08,1,1
23,gibbs,-2.6109773898497224e-08,1,1
24,ground_truth,7.299263415916357e-09,1,1
24,untouched,5.417697906494141,0,1
24,random_token,3.580000877380371,0,1
24,cond_argmax,11.223011016845703,0,1
24,cond_sample,3.6521196365356445,0,1
24,cond_topk_rescore,7.299263415916357e-09,1,1
24,gibbs,11.223011016845703,0,1
25,ground_truth,-3.073364496231079e-08,1,1
25,untouched,15.892257690429688,0,1
25,random_token,11.479819297790527,0,1
25,cond_argmax,13.022619247436523,0,1
25,cond_sample,13.022619247436523,0,1
25,cond_topk_rescore,13.606328010559082,0,1
25,gibbs,13.022619247436523,0,1
26,ground_truth,-3.0445562515524216e-08,1,1
26,untouched,14.289204597473145,0,1
26,random_token,15.146878242492676,0,1
26,cond_argmax,16.01192855834961,0,1
26,cond_sample,16.65959930419922,0,1
26,cond_topk_rescore,13.463372230529785,0,1
26,gibbs,14.289204597473145,0,1
27,ground_truth,1.1897645890712738e-07,1,1
27,untouched,10.427079200744629,0,1
27,random_token,8.330968856811523,0,1
27,cond_argmax,11.272554397583008,0,1
27,cond_sample,11.272554397583008,0,1
27,cond_topk_rescore,17.06283950805664,0,1
27,gibbs,10.427079200744629,0,1
28,ground_truth,-8.847564458847046e-09,1,1
28,untouched,11.542376518249512,0,1
28,random_token,8.017983436584473,0,1
28,cond_argmax,-8.847564458847046e-09,1,1
28,cond_sample,-8.847564458847046e-09,1,1
28,cond_topk_rescore,-8.847564458847046e-09,1,1
28,gibbs,-8.847564458847046e-09,1,1
29,ground_truth,3.9814040064811707e-08,1,1
29,untouched,8.066343307495117,0,1
29,random_token,5.254095554351807,0,1
29,cond_argmax,8.437965393066406,0,1
29,cond_sample,2.0296976566314697,0,1
29,cond_topk_rescore,8.437965393066406,0,1
29,gibbs,8.066343307495117,0,1
30,ground_truth,2.236629370599985e-08,1,1
30,untouched,13.247126579284668,0,1
30,random_token,13.297674179077148,0,1
30,cond_argmax,2.236629370599985e-08,1,1
30,cond_sample,2.236629370599985e-08,1,1
30,cond_topk_rescore,2.236629370599985e-08,1,1
30,gibbs,2.236629370599985e-08,1,1
31,ground_truth,-7.494236342608929e-09,1,1
31,untouched,8.96463680267334,0,1
31,random_token,7.665457725524902,0,1
31,cond_argmax,17.06988525390625,0,1
31,cond_sample,15.500089645385742,0,1
31,cond_topk_rescore,9.025712966918945,0,1
31,gibbs,8.96463680267334,0,1
32,ground_truth,-3.614002253016224e-08,1,1
32,untouched,17.319089889526367,0,1
32,random_token,8.317058563232422,0,1
32,cond_argmax,-3.614002253016224e-08,1,1
32,cond_sample,-3.614002253016224e-08,1,1
32,cond_topk_rescore,-3.614002253016224e-08,1,1
32,gibbs,-3.614002253016224e-08,1,1
33,ground_truth,-7.217977326945402e-09,1,1
33,untouched,13.402770042419434,0,1
33,random_token,20.368349075317383,0,1
33,cond_argmax,13.766996383666992,0,1
33,cond_sample,13.548345565795898,0,1
33,cond_topk_rescore,16.944379806518555,0,1
33,gibbs,11.819572448730469,0,1
34,ground_truth,1.955777406692505e-08,1,1
34,untouched,8.71753215789795,0,1
34,random_token,10.81579875946045,0,1
34,cond_argmax,8.498854637145996,0,1
34,cond_sample,10.511581420898438,0,1
34,cond_topk_rescore,7.390495777130127,0,1
34,gibbs,1.456335186958313,0,1
35,ground_truth,2.2318749515193304e-08,1,1
35,untouched,11.958246231079102,0,1
35,random_token,21.57543182373047,0,1
35,cond_argmax,9.848919868469238,0,1
35,cond_sample,13.519682884216309,0,1
35,cond_topk_rescore,3.776268243789673,0,1
35,gibbs,11.958246231079102,0,1
36,ground_truth,1.7644197214394808e-10,1,1
36,untouched,6.802738666534424,0,1
36,random_token,12.86612606048584,0,1
36,cond_argmax,1.7644197214394808e-10,1,1
36,cond_sample,1.7644197214394808e-10,1,1
36,cond_topk_rescore,1.7644197214394808e-10,1,1
36,gibbs,1.7644197214394808e-10,1,1
37,ground_truth,7.353969522227999e-08,1,1
37,untouched,15.34907341003418,0,1
37,random_token,9.878388404846191,0,1
37,cond_argmax,11.725922584533691,0,1
37,cond_sample,12.071293830871582,0,1
37,cond_topk_rescore,11.725922584533691,0,1
37,gibbs,15.34907341003418,0,1
38,ground_truth,1.1232259566895664e-08,1,1
38,untouched,3.092175006866455,0,1
38,random_token,0.2371363788843155,0,1
38,cond_argmax,15.294466018676758,0,1
38,cond_sample,0.2990597188472748,0,1
38,cond_topk_rescore,10.470499992370605,0,1
38,gibbs,3.092175006866455,0,1
39,ground_truth,-1.8627474673849065e-08,1,1
39,untouched,8.094411849975586,0,1
39,random_token,16.91547203063965,0,1
39,cond_argmax,10.714957237243652,0,1
39,cond_sample,17.857765197753906,0,1
39,cond_topk_rescore,3.85945463180542,0,1
39,gibbs,8.094411849975586,0,1
40,ground_truth,-7.4504669100861065e-09,1,1
40,untouched,2.470938205718994,0,1
40,random_token,12.148944854736328,0,1
40,cond_argmax,3.5735034942626953,0,1
40,cond_sample,1.7817587852478027,0,1
40,cond_topk_rescore,1.969524621963501,0,1
40,gibbs,2.470938205718994,0,1
41,ground_truth,-4.959292709827423e-08,1,1
41,untouched,2.9792120456695557,0,1
41,random_token,11.572181701660156,0,1
41,cond_argmax,16.959077835083008,0,1
41,cond_sample,23.595903396606445,0,1
41,cond_topk_rescore,-4.959292709827423e-08,1,1
41,gibbs,2.9792120456695557,0,1
42,ground_truth,1.4901161193847656e-08,1,1
42,untouched,0.9324622750282288,0,1
42,random_token,2.473332166671753,0,1
42,cond_argmax,0.000602405983954668,0,1
42,cond_sample,0.0006368306931108236,0,1
42,cond_topk_rescore,0.00020800341735593975,0,1
42,gibbs,0.9324622750282288,0,1
43,ground_truth,-1.8042101146420464e-10,1,1
43,untouched,0.5991913676261902,0,1
43,random_token,12.195690155029297,0,1
43,cond_argmax,-1.8042101146420464e-10,1,1
43,cond_sample,-1.8042101146420464e-10,1,1
43,cond_topk_rescore,-1.8042101146420464e-10,1,1
43,gibbs,-1.8042101146420464e-10,1,1
44,ground_truth,1.7229467630386353e-08,1,1
44,untouched,4.370500564575195,0,1
44,random_token,2.1811912059783936,0,1
44,cond_argmax,13.583220481872559,0,1
44,cond_sample,13.583220481872559,0,1
44,cond_topk_rescore,0.00034737144596874714,0,1
44,gibbs,4.370500564575195,0,1
45,ground_truth,1.5347723092418164e-12,1,1
45,untouched,2.586693286895752,0,1
45,random_token,11.218704223632812,0,1
45,cond_argmax,4.481643199920654,0,1
45,cond_sample,4.481643199920654,0,1
45,cond_topk_rescore,1.1285643577575684,0,1
45,gibbs,10.843798637390137,0,1
46,ground_truth,-6.05359673500061e-08,1,1
46,untouched,3.450836658477783,0,1
46,random_token,1.501444935798645,0,1
46,cond_argmax,0.28093674778938293,0,1
46,cond_sample,0.504271388053894,0,1
46,cond_topk_rescore,0.892012357711792,0,1
46,gibbs,0.5044606924057007,0,1
47,ground_truth,-8.94067397894105e-08,1,1
47,untouched,2.083277702331543,0,1
47,random_token,18.551219940185547,0,1
47,cond_argmax,11.119514465332031,0,1
47,cond_sample,11.119514465332031,0,1
47,cond_topk_rescore,11.119514465332031,0,1
47,gibbs,2.083277702331543,0,1
48,ground_truth,1.1741718708435656e-12,1,1
48,untouched,21.866374969482422,0,1
48,random_token,10.315452575683594,0,1
48,cond_argmax,1.1741718708435656e-12,1,1
48,cond_sample,1.1741718708435656e-12,1,1
48,cond_topk_rescore,1.1741718708435656e-12,1,1
48,gibbs,1.1741718708435656e-12,1,1
49,ground_truth,-1.0947360351565294e-08,1,1
49,untouched,8.07978630065918,0,1
49,random_token,7.144103527069092,0,1
49,cond_argmax,8.140975952148438,0,1
49,cond_sample,8.140975952148438,0,1
49,cond_topk_rescore,8.140975952148438,0,1
49,gibbs,15.918075561523438,0,1
50,ground_truth,3.502759682305623e-08,1,1
50,untouched,17.218626022338867,0,1
50,random_token,22.05286407470703,0,1
50,cond_argmax,20.033740997314453,0,1
50,cond_sample,20.033740997314453,0,1
50,cond_topk_rescore,22.458290100097656,0,1
50,gibbs,22.458290100097656,0,1
51,ground_truth,-2.9802322387695312e-08,1,1
51,untouched,6.190263748168945,0,1
51,random_token,8.571636199951172,0,1
51,cond_argmax,4.648835182189941,0,1
51,cond_sample,4.648835182189941,0,1
51,cond_topk_rescore,0.9358325004577637,0,1
51,gibbs,6.190263748168945,0,1
52,ground_truth,-6.112566097726813e-08,1,1
52,untouched,7.931709289550781,0,1
52,random_token,15.414278030395508,0,1
52,cond_argmax,10.408540725708008,0,1
52,cond_sample,8.633810997009277,0,1
52,cond_topk_rescore,1.9482769966125488,0,1
52,gibbs,7.931709289550781,0,1
53,ground_truth,-1.1386248714717606e-11,1,1
53,untouched,13.364824295043945,0,1
53,random_token,2.495253562927246,0,1
53,cond_argmax,0.07980503141880035,0,1
53,cond_sample,0.07980503141880035,0,1
53,cond_topk_rescore,0.07980503141880035,0,1
53,gibbs,0.02238376811146736,0,1
54,ground_truth,-4.736079972644802e-09,1,1
54,untouched,12.210382461547852,0,1
54,random_token,10.043267250061035,0,1
54,cond_argmax,14.358047485351562,0,1
54,cond_sample,11.693092346191406,0,1
54,cond_topk_rescore,0.16572076082229614,0,1
54,gibbs,14.843402862548828,0,1
55,ground_truth,-2.6355451154813636e-08,1,1
55,untouched,9.8806791305542,0,1
55,random_token,0.38424181938171387,0,1
55,cond_argmax,12.778306007385254,0,1
55,cond_sample,12.778306007385254,0,1
55,cond_topk_rescore,10.20760440826416,0,1
55,gibbs,4.343381404876709,0,1
56,ground_truth,-3.112256763415644e-08,1,1
56,untouched,12.764659881591797,0,1
56,random_token,12.705045700073242,0,1
56,cond_argmax,16.314687728881836,0,1
56,cond_sample,16.314687728881836,0,1
56,cond_topk_rescore,16.314687728881836,0,1
56,gibbs,12.764659881591797,0,1
57,ground_truth,-2.9526063372031786e-08,1,1
57,untouched,17.339567184448242,0,1
57,random_token,7.166867733001709,0,1
57,cond_argmax,20.954586029052734,0,1
57,cond_sample,20.12112045288086,0,1
57,cond_topk_rescore,12.391096115112305,0,1
57,gibbs,17.339567184448242,0,1
58,ground_truth,-1.4924346203315508e-08,1,1
58,untouched,2.946392059326172,0,1
58,random_token,12.411659240722656,0,1
58,cond_argmax,5.629047393798828,0,1
58,cond_sample,-1.4924346203315508e-08,1,1
58,cond_topk_rescore,-1.4924346203315508e-08,1,1
58,gibbs,2.0052876472473145,0,1
59,ground_truth,5.970255756437837e-08,1,1
59,untouched,11.676156997680664,0,1
59,random_token,8.102239608764648,0,1
59,cond_argmax,8.98558521270752,0,1
59,cond_sample,8.98558521270752,0,1
59,cond_topk_rescore,5.970255756437837e-08,1,1
59,gibbs,8.98558521270752,0,1
60,ground_truth,3.864988684654236e-08,1,1
60,untouched,7.752277374267578,0,1
60,random_token,6.798707008361816,0,1
60,cond_argmax,11.069278717041016,0,1
60,cond_sample,11.069278717041016,0,1
60,cond_topk_rescore,3.864988684654236e-08,1,1
60,gibbs,7.752277374267578,0,1
61,ground_truth,2.5303052098024637e-08,1,1
61,untouched,9.275880813598633,0,1
61,random_token,4.172169208526611,0,1
61,cond_argmax,11.049890518188477,0,1
61,cond_sample,11.049890518188477,0,1
61,cond_topk_rescore,11.87677001953125,0,1
61,gibbs,11.049890518188477,0,1
62,ground_truth,6.627260518143885e-09,1,1
62,untouched,13.62710189819336,0,1
62,random_token,7.392562389373779,0,1
62,cond_argmax,16.12872314453125,0,1
62,cond_sample,16.12872314453125,0,1
62,cond_topk_rescore,6.391921520233154,0,1
62,gibbs,12.932533264160156,0,1
63,ground_truth,-2.6086809157277457e-08,1,1
63,untouched,6.996008396148682,0,1
63,random_token,0.5141434669494629,0,1
63,cond_argmax,0.01708967797458172,0,1
63,cond_sample,6.719850540161133,0,1
63,cond_topk_rescore,1.427520751953125,0,1
63,gibbs,0.30884408950805664,0,1
64,ground_truth,5.960464477539063e-08,1,1
64,untouched,11.008594512939453,0,1
64,random_token,16.055206298828125,0,1
64,cond_argmax,14.647405624389648,0,1
64,cond_sample,14.647405624389648,0,1
64,cond_topk_rescore,5.960464477539063e-08,1,1
64,gibbs,11.008594512939453,0,1
65,ground_truth,3.725290298461914e-09,1,1
65,untouched,10.652748107910156,0,1
65,random_token,14.799800872802734,0,1
65,cond_argmax,3.725290298461914e-09,1,1
65,cond_sample,3.725290298461914e-09,1,1
65,cond_topk_rescore,3.725290298461914e-09,1,1
65,gibbs,3.725290298461914e-09,1,1
66,ground_truth,-2.2351628103933763e-08,1,1
66,untouched,4.342273235321045,0,1
66,random_token,7.552400588989258,0,1
66,cond_argmax,5.115471839904785,0,1
66,cond_sample,5.115471839904785,0,1
66,cond_topk_rescore,5.115471839904785,0,1
66,gibbs,2.861238956451416,0,1
67,ground_truth,9.126954125804332e-08,1,1
67,untouched,13.561195373535156,0,1
67,random_token,10.600364685058594,0,1
67,cond_argmax,0.19627416133880615,0,1
67,cond_sample,17.530357360839844,0,1
67,cond_topk_rescore,0.19627416133880615,0,1
67,gibbs,0.19627416133880615,0,1
68,ground_truth,5.122274160385132e-09,1,1
68,untouched,3.531813144683838,0,1
68,random_token,6.878150939941406,0,1
68,cond_argmax,5.122274160385132e-09,1,1
68,cond_sample,5.122274160385132e-09,1,1
68,cond_topk_rescore,0.03958899900317192,0,1
68,gibbs,5.122274160385132e-09,1,1
69,ground_truth,3.3481114769529086e-08,1,1
69,untouched,10.654823303222656,0,1
69,random_token,12.610617637634277,0,1
69,cond_argmax,15.685972213745117,0,1
69,cond_sample,15.685972213745117,0,1
69,cond_topk_rescore,15.685972213745117,0,1
69,gibbs,15.685972213745117,0,1
70,ground_truth,-4.547473508864641e-12,1,1
70,untouched,0.09046987444162369,0,1
70,random_token,0.962522566318512,0,1
70,cond_argmax,-4.547473508864641e-12,1,1
70,cond_sample,-4.547473508864641e-12,1,1
70,cond_topk_rescore,-4.547473508864641e-12,1,1
70,gibbs,-4.547473508864641e-12,1,1
71,ground_truth,-6.449408829212189e-08,1,1
71,untouched,15.120746612548828,0,1
71,random_token,9.366262435913086,0,1
71,cond_argmax,21.27288055419922,0,1
71,cond_sample,21.27288055419922,0,1
71,cond_topk_rescore,10.184404373168945,0,1
71,gibbs,15.120746612548828,0,1
72,ground_truth,-1.0842021724855044e-19,1,1
72,untouched,17.283294677734375,0,1
72,random_token,11.765213012695312,0,1
72,cond_argmax,10.060845375061035,0,1
72,cond_sample,4.0598344802856445,0,1
72,cond_topk_rescore,6.648334503173828,0,1
72,gibbs,17.283294677734375,0,1
73,ground_truth,-7.613562047481537e-08,1,1
73,untouched,6.047248840332031,0,1
73,random_token,13.41461181640625,0,1
73,cond_argmax,-7.613562047481537e-08,1,1
73,cond_sample,-7.613562047481537e-08,1,1
73,cond_topk_rescore,-7.613562047481537e-08,1,1
73,gibbs,6.047248840332031,0,1
74,ground_truth,1.5602381608914584e-09,1,1
74,untouched,8.043386459350586,0,1
74,random_token,19.59952735900879,0,1
74,cond_argmax,22.685222625732422,0,1
74,cond_sample,22.685222625732422,0,1
74,cond_topk_rescore,12.70177936553955,0,1
74,gibbs,8.043386459350586,0,1
75,ground_truth,-2.9802322387695312e-08,1,1
75,untouched,1.2470797300338745,0,1
75,random_token,0.21594873070716858,0,1
75,cond_argmax,12.257559776306152,0,1
75,cond_sample,12.257559776306152,0,1
75,cond_topk_rescore,9.527490615844727,0,1
75,gibbs,1.2470797300338745,0,1
76,ground_truth,-1.4901104350428795e-08,1,1
76,untouched,9.297673225402832,0,1
76,random_token,16.702045440673828,0,1
76,cond_argmax,14.077462196350098,0,1
76,cond_sample,12.611391067504883,0,1
76,cond_topk_rescore,3.428338050842285,0,1
76,gibbs,9.297673225402832,0,1
77,ground_truth,1.803061877581058e-08,1,1
77,untouched,7.768408298492432,0,1
77,random_token,3.24613618850708,0,1
77,cond_argmax,17.429555892944336,0,1
77,cond_sample,17.429555892944336,0,1
77,cond_topk_rescore,17.429555892944336,0,1
77,gibbs,7.768408298492432,0,1
78,ground_truth,-3.119930624961853e-08,1,1
78,untouched,9.8234224319458,0,1
78,random_token,10.465364456176758,0,1
78,cond_argmax,8.603362083435059,0,1
78,cond_sample,10.422975540161133,0,1
78,cond_topk_rescore,8.603362083435059,0,1
78,gibbs,8.603362083435059,0,1
79,ground_truth,2.2217307105165673e-08,1,1
79,untouched,13.897781372070312,0,1
79,random_token,9.225229263305664,0,1
79,cond_argmax,11.483368873596191,0,1
79,cond_sample,11.483368873596191,0,1
79,cond_topk_rescore,0.25837767124176025,0,1
79,gibbs,11.483368873596191,0,1
80,ground_truth,1.955777406692505e-08,1,1
80,untouched,11.146676063537598,0,1
80,random_token,14.618659973144531,0,1
80,cond_argmax,9.644237518310547,0,1
80,cond_sample,12.022075653076172,0,1
80,cond_topk_rescore,10.299897193908691,0,1
80,gibbs,11.508926391601562,0,1
81,ground_truth,1.0291114449501038e-07,1,1
81,untouched,9.396187782287598,0,1
81,random_token,5.225582122802734,0,1
81,cond_argmax,1.0291114449501038e-07,1,1
81,cond_sample,1.0291114449501038e-07,1,1
81,cond_topk_rescore,1.0291114449501038e-07,1,1
81,gibbs,1.0291114449501038e-07,1,1
82,ground_truth,6.612390279769897e-08,1,1
82,untouched,12.095111846923828,0,1
82,random_token,21.491254806518555,0,1
82,cond_argmax,15.79548454284668,0,1
82,cond_sample,11.500502586364746,0,1
82,cond_topk_rescore,13.765735626220703,0,1
82,gibbs,12.095111846923828,0,1
83,ground_truth,-3.261926906361623e-08,1,1
83,untouched,12.687994003295898,0,1
83,random_token,17.805866241455078,0,1
83,cond_argmax,5.4238080978393555,0,1
83,cond_sample,13.19179630279541,0,1
83,cond_topk_rescore,5.325165748596191,0,1
83,gibbs,5.415282726287842,0,1
84,ground_truth,6.2864051741939875e-09,1,1
84,untouched,11.18187427520752,0,1
84,random_token,7.985477447509766,0,1
84,cond_argmax,8.399270057678223,0,1
84,cond_sample,8.399270057678223,0,1
84,cond_topk_rescore,8.399270057678223,0,1
84,gibbs,8.399270057678223,0,1
85,ground_truth,2.9796751732646953e-08,1,1
85,untouched,7.220930576324463,0,1
85,random_token,20.54210662841797,0,1
85,cond_argmax,18.928335189819336,0,1
85,cond_sample,18.928335189819336,0,1
85,cond_topk_rescore,15.583934783935547,0,1
85,gibbs,7.220930576324463,0,1
86,ground_truth,7.450125849572942e-09,1,1
86,untouched,9.916078567504883,0,1
86,random_token,9.072118759155273,0,1
86,cond_argmax,0.018192868679761887,0,1
86,cond_sample,7.450125849572942e-09,1,1
86,cond_topk_rescore,0.45727109909057617,0,1
86,gibbs,17.105745315551758,0,1
87,ground_truth,-1.0011717677116394e-07,1,1
87,untouched,11.59076976776123,0,1
87,random_token,10.889760971069336,0,1
87,cond_argmax,16.114482879638672,0,1
87,cond_sample,16.114482879638672,0,1
87,cond_topk_rescore,-1.0011717677116394e-07,1,1
87,gibbs,11.59076976776123,0,1
88,ground_truth,1.862645149230957e-09,1,1
88,untouched,15.677530288696289,0,1
88,random_token,26.234664916992188,0,1
88,cond_argmax,24.533653259277344,0,1
88,cond_sample,22.991313934326172,0,1
88,cond_topk_rescore,1.862645149230957e-09,1,1
88,gibbs,15.677530288696289,0,1
89,ground_truth,-2.0721927285194397e-08,1,1
89,untouched,4.176039695739746,0,1
89,random_token,6.389486312866211,0,1
89,cond_argmax,23.599506378173828,0,1
89,cond_sample,23.599506378173828,0,1
89,cond_topk_rescore,1.068181037902832,0,1
89,gibbs,4.176039695739746,0,1
90,ground_truth,-2.833257894963026e-08,1,1
90,untouched,14.881404876708984,0,1
90,random_token,3.72187876701355,0,1
90,cond_argmax,12.007513046264648,0,1
90,cond_sample,12.007513046264648,0,1
90,cond_topk_rescore,-2.833257894963026e-08,1,1
90,gibbs,12.007513046264648,0,1
91,ground_truth,8.839833753881976e-09,1,1
91,untouched,2.9496662616729736,0,1
91,random_token,4.062647342681885,0,1
91,cond_argmax,0.007135715801268816,0,1
91,cond_sample,0.007135715801268816,0,1
91,cond_topk_rescore,12.080822944641113,0,1
91,gibbs,2.9496662616729736,0,1
92,ground_truth,-3.5157427191734314e-08,1,1
92,untouched,6.896398067474365,0,1
92,random_token,6.411993026733398,0,1
92,cond_argmax,21.58775520324707,0,1
92,cond_sample,21.58775520324707,0,1
92,cond_topk_rescore,2.501455068588257,0,1
92,gibbs,6.896398067474365,0,1
93,ground_truth,3.6668552638730034e-09,1,1
93,untouched,7.051761150360107,0,1
93,random_token,16.053279876708984,0,1
93,cond_argmax,17.758892059326172,0,1
93,cond_sample,17.758892059326172,0,1
93,cond_topk_rescore,5.732571125030518,0,1
