sample_idx,pos,arm,gt_tok,rec_tok,exact,top5,avg_kl_gpt2sft,accept_pct
118,4,left_conditional,24228,338,0,0,14.205333709716797,16.0
118,4,dls_policy,24228,28214,0,0,16.3554744720459,nan
118,4,dls_random,24228,9992,0,0,16.514020919799805,nan
124,17,left_conditional,262,262,1,1,3.058175934711471e-10,8.0
124,17,dls_policy,262,26349,0,1,2.7128357887268066,nan
124,17,dls_random,262,11346,0,1,7.952672958374023,nan
130,21,left_conditional,318,389,0,1,0.20108702778816223,62.0
130,21,dls_policy,318,5645,0,1,6.580460071563721,nan
130,21,dls_random,318,5365,0,1,7.746282577514648,nan
136,33,left_conditional,705,6081,0,0,10.208666801452637,18.0
136,33,dls_policy,705,20896,0,0,8.5050687789917,nan
136,33,dls_random,705,11994,0,0,9.216465950012207,nan
142,34,left_conditional,1593,3665,0,1,1.9805691242218018,22.0
142,34,dls_policy,1593,2678,0,1,6.063535213470459,nan
142,34,dls_random,1593,22444,0,1,1.5853906869888306,nan
148,17,left_conditional,9985,9985,1,1,7.450580596923828e-09,94.0
148,17,dls_policy,9985,44911,0,1,0.021305985748767853,nan
148,17,dls_random,9985,37575,0,1,1.3733505010604858,nan
154,9,left_conditional,286,351,0,1,5.979325294494629,6.0
154,9,dls_policy,286,26671,0,1,8.571996688842773,nan
154,9,dls_random,286,39019,0,1,2.0123822689056396,nan
160,8,left_conditional,796,796,1,1,2.6891484594671056e-08,20.0
160,8,dls_policy,796,48139,0,1,9.282037734985352,nan
160,8,dls_random,796,4275,0,1,4.393927574157715,nan
166,7,left_conditional,19196,9185,0,0,0.9728443622589111,24.0
166,7,dls_policy,19196,6625,0,0,0.01810222491621971,nan
166,7,dls_random,19196,38457,0,0,0.008687153458595276,nan
172,8,left_conditional,2237,1811,0,0,0.6543918251991272,42.0
172,8,dls_policy,2237,734,0,0,2.665201187133789,nan
172,8,dls_random,2237,10013,0,0,3.5079457759857178,nan
178,1,left_conditional,796,544,0,0,9.11488151550293,6.0
178,1,dls_policy,796,44449,0,0,10.437400817871094,nan
178,1,dls_random,796,34906,0,0,10.197827339172363,nan
184,7,left_conditional,784,764,0,0,8.58555793762207,32.0
184,7,dls_policy,784,41436,0,0,12.956853866577148,nan
184,7,dls_random,784,2162,0,0,4.980659008026123,nan
190,10,left_conditional,31,12352,0,1,2.3919219970703125,26.0
190,10,dls_policy,31,22889,0,1,3.948439836502075,nan
190,10,dls_random,31,7370,0,1,2.6932597160339355,nan
196,5,left_conditional,837,11,0,0,1.0070865154266357,18.0
196,5,dls_policy,837,15264,0,0,4.55372428894043,nan
196,5,dls_random,837,3858,0,0,6.803037643432617,nan
