sample_idx,condition,arm,position,downstream_terms,recovered_tok,gt_tok,exact,top5,nll,rank
4,middle,cond_argmax,27,many,257,262,0,1,0.5375725030899048,0
4,middle,cond_sample,27,many,4369,262,0,1,3.5768723487854004,4
4,middle,cond_topk_rescore,27,many,262,262,1,1,3.2876648902893066,3
4,middle,independence_mh,27,many,32202,262,0,0,8.10295581817627,99
5,final,dls_policy,22,0,1114,764,0,0,13.74252986907959,80
5,final,dls_random,22,0,2158,764,0,0,14.440558433532715,122
5,final,cond_argmax,22,0,13,764,0,1,0.17367513477802277,0
5,final,cond_sample,22,0,13,764,0,1,0.17367513477802277,0
5,final,cond_topk_rescore,22,0,13,764,0,1,0.17367513477802277,0
5,final,independence_mh,22,0,13,764,0,1,0.17367513477802277,0
5,second_to_last,dls_policy,21,1,2158,1877,0,0,17.12162208557129,811
5,second_to_last,dls_random,21,1,2158,1877,0,0,17.12162208557129,811
5,second_to_last,cond_argmax,21,1,1877,1877,1,1,0.44196373224258423,0
5,second_to_last,cond_sample,21,1,1877,1877,1,1,0.44196373224258423,0
5,second_to_last,cond_topk_rescore,21,1,1877,1877,1,1,0.44196373224258423,0
5,second_to_last,independence_mh,21,1,1877,1877,1,1,0.44196373224258423,0
5,middle,dls_policy,11,many,2940,389,0,0,17.611543655395508,8469
5,middle,dls_random,11,many,651,389,0,0,8.483404159545898,95
5,middle,cond_argmax,11,many,389,389,1,1,1.518505573272705,0
5,middle,cond_sample,11,many,550,389,0,0,5.419406414031982,20
5,middle,cond_topk_rescore,11,many,389,389,1,1,1.518505573272705,0
5,middle,independence_mh,11,many,389,389,1,1,1.518505573272705,0
6,final,dls_policy,35,0,35154,764,0,0,15.104756355285645,1607
6,final,dls_random,35,0,35154,764,0,0,15.104756355285645,1607
6,final,cond_argmax,35,0,393,764,0,1,0.7467232942581177,0
6,final,cond_sample,35,0,764,764,1,1,1.1647692918777466,1
6,final,cond_topk_rescore,35,0,393,764,0,1,0.7467232942581177,0
6,final,independence_mh,35,0,393,764,0,1,0.7467232942581177,0
6,second_to_last,dls_policy,34,1,13913,366,0,0,21.838165283203125,714
6,second_to_last,dls_random,34,1,25103,366,0,0,26.466304779052734,9461
6,second_to_last,cond_argmax,34,1,27071,366,0,1,0.026932260021567345,0
6,second_to_last,cond_sample,34,1,27071,366,0,1,0.026932260021567345,0
6,second_to_last,cond_topk_rescore,34,1,366,366,1,1,3.9441094398498535,1
6,second_to_last,independence_mh,34,1,366,366,1,1,3.9441094398498535,1
6,middle,dls_policy,18,many,20798,3427,0,0,12.701685905456543,2662
6,middle,dls_random,18,many,19898,3427,0,0,18.092464447021484,14816
6,middle,cond_argmax,18,many,1169,3427,0,1,2.780898094177246,0
6,middle,cond_sample,18,many,13059,3427,0,0,3.6389341354370117,7
6,middle,cond_topk_rescore,18,many,1169,3427,0,1,2.780898094177246,0
6,middle,independence_mh,18,many,47284,3427,0,0,20.272777557373047,26236
7,final,dls_policy,33,0,532,764,0,0,14.635242462158203,76
7,final,dls_random,33,0,3862,764,0,0,16.888912200927734,299
7,final,cond_argmax,33,0,764,764,1,1,0.003440653206780553,0
7,final,cond_sample,33,0,764,764,1,1,0.003440653206780553,0
7,final,cond_topk_rescore,33,0,764,764,1,1,0.003440653206780553,0
7,final,independence_mh,33,0,764,764,1,1,0.003440653206780553,0
7,second_to_last,dls_policy,32,1,532,12761,0,0,17.719839096069336,208
7,second_to_last,dls_random,32,1,11757,12761,0,0,23.590087890625,3636
7,second_to_last,cond_argmax,32,1,520,12761,0,1,0.14328698813915253,0
7,second_to_last,cond_sample,32,1,520,12761,0,1,0.14328698813915253,0
7,second_to_last,cond_topk_rescore,32,1,520,12761,0,1,0.14328698813915253,0
7,second_to_last,independence_mh,32,1,520,12761,0,1,0.14328698813915253,0
7,middle,dls_policy,17,many,532,1478,0,0,12.580818176269531,330
7,middle,dls_random,17,many,9796,1478,0,0,16.81721305847168,2507
7,middle,cond_argmax,17,many,290,1478,0,1,0.04121841490268707,0
7,middle,cond_sample,17,many,290,1478,0,1,0.04121841490268707,0
7,middle,cond_topk_rescore,17,many,718,1478,0,0,6.8253607749938965,8
7,middle,independence_mh,17,many,3225,1478,0,0,27.648540496826172,42601
8,final,dls_policy,24,0,5093,764,0,0,14.08041763305664,132
8,final,dls_random,24,0,46233,764,0,0,17.29910659790039,953
8,final,cond_argmax,24,0,764,764,1,1,0.022381797432899475,0
8,final,cond_sample,24,0,764,764,1,1,0.022381797432899475,0
8,final,cond_topk_rescore,24,0,764,764,1,1,0.022381797432899475,0
8,final,independence_mh,24,0,764,764,1,1,0.022381797432899475,0
8,second_to_last,dls_policy,23,1,5093,12761,0,0,22.330198287963867,1443
8,second_to_last,dls_random,23,1,46233,12761,0,0,23.98802375793457,3126
8,second_to_last,cond_argmax,23,1,12761,12761,1,1,0.05318031087517738,0
8,second_to_last,cond_sample,23,1,12761,12761,1,1,0.05318031087517738,0
8,second_to_last,cond_topk_rescore,23,1,12761,12761,1,1,0.05318031087517738,0
8,second_to_last,independence_mh,23,1,12761,12761,1,1,0.05318031087517738,0
8,middle,dls_policy,12,many,2791,4974,0,0,15.67211627960205,5286
8,middle,dls_random,12,many,2791,4974,0,0,15.67211627960205,5286
8,middle,cond_argmax,12,many,1467,4974,0,1,1.965043067932129,0
8,middle,cond_sample,12,many,14909,4974,0,0,4.309037208557129,15
8,middle,cond_topk_rescore,12,many,1315,4974,0,0,3.6467161178588867,9
8,middle,independence_mh,12,many,767,4974,0,0,4.4751787185668945,17
9,final,dls_policy,36,0,1587,764,0,0,10.94418716430664,135
9,final,dls_random,36,0,3700,764,0,0,12.277984619140625,261
9,final,cond_argmax,36,0,13,764,0,1,0.12989920377731323,0
9,final,cond_sample,36,0,13,764,0,1,0.12989920377731323,0
9,final,cond_topk_rescore,36,0,13,764,0,1,0.12989920377731323,0
9,final,independence_mh,36,0,13,764,0,1,0.12989920377731323,0
9,second_to_last,dls_policy,35,1,10290,9166,0,0,17.04791831970215,1837
9,second_to_last,dls_random,35,1,10290,9166,0,0,17.04791831970215,1837
9,second_to_last,cond_argmax,35,1,764,9166,0,1,0.7466935515403748,0
9,second_to_last,cond_sample,35,1,13,9166,0,1,0.7594718337059021,1
9,second_to_last,cond_topk_rescore,35,1,13,9166,0,1,0.7594718337059021,1
9,second_to_last,independence_mh,35,1,10290,9166,0,0,17.04791831970215,1837
9,middle,dls_policy,18,many,10896,718,0,0,16.29081153869629,7380
9,middle,dls_random,18,many,36561,718,0,0,13.949357986450195,3120
9,middle,cond_argmax,18,many,262,718,0,1,0.2065832018852234,0
9,middle,cond_sample,18,many,262,718,0,1,0.2065832018852234,0
9,middle,cond_topk_rescore,18,many,15375,718,0,1,4.908308982849121,2
9,middle,independence_mh,18,many,371,718,0,0,7.9013471603393555,68
10,final,dls_policy,25,0,6298,764,0,0,16.711841583251953,1081
10,final,dls_random,25,0,1664,764,0,0,14.390228271484375,269
10,final,cond_argmax,25,0,8339,764,0,1,0.6007767915725708,0
10,final,cond_sample,25,0,13,764,0,1,0.9279652833938599,1
10,final,cond_topk_rescore,25,0,8339,764,0,1,0.6007767915725708,0
10,final,independence_mh,25,0,8339,764,0,1,0.6007767915725708,0
10,second_to_last,dls_policy,24,1,1482,24337,0,0,9.910820960998535,432
10,second_to_last,dls_random,24,1,3838,24337,0,0,17.55668067932129,13273
10,second_to_last,cond_argmax,24,1,7850,24337,0,1,1.2585341930389404,0
10,second_to_last,cond_sample,24,1,7850,24337,0,1,1.2585341930389404,0
10,second_to_last,cond_topk_rescore,24,1,19995,24337,0,0,4.245964050292969,7
10,second_to_last,independence_mh,24,1,19995,24337,0,0,4.245964050292969,7
10,middle,dls_policy,13,many,6298,1679,0,0,9.540502548217773,267
10,middle,dls_random,13,many,6298,1679,0,0,9.540502548217773,267
10,middle,cond_argmax,13,many,2534,1679,0,1,0.4793796241283417,0
10,middle,cond_sample,13,many,1526,1679,0,0,5.735544204711914,11
10,middle,cond_topk_rescore,13,many,1987,1679,0,1,3.4411325454711914,2
10,middle,independence_mh,13,many,1987,1679,0,1,3.4411325454711914,2
11,final,dls_policy,24,0,6516,764,0,0,16.33916473388672,1069
11,final,dls_random,24,0,36585,764,0,0,17.35890007019043,1880
11,final,cond_argmax,24,0,8339,764,0,1,0.7317200303077698,0
11,final,cond_sample,24,0,8339,764,0,1,0.7317200303077698,0
11,final,cond_topk_rescore,24,0,8339,764,0,1,0.7317200303077698,0
11,final,independence_mh,24,0,764,764,1,0,7.392583847045898,6
11,second_to_last,dls_policy,23,1,10857,24337,0,0,12.02116584777832,1787
11,second_to_last,dls_random,23,1,10857,24337,0,0,12.02116584777832,1787
11,second_to_last,cond_argmax,23,1,7850,24337,0,1,1.7922101020812988,0
11,second_to_last,cond_sample,23,1,1763,24337,0,0,5.09859037399292,22
11,second_to_last,cond_topk_rescore,23,1,370,24337,0,1,2.9260449409484863,3
11,second_to_last,independence_mh,23,1,12761,24337,0,0,6.524159908294678,77
11,middle,dls_policy,12,many,32090,678,0,0,18.097259521484375,15460
11,middle,dls_random,12,many,4846,678,0,0,15.346152305603027,5883
11,middle,cond_argmax,12,many,678,678,1,1,1.4788774251937866,0
11,middle,cond_sample,12,many,5991,678,0,1,2.0678820610046387,1
11,middle,cond_topk_rescore,12,many,678,678,1,1,1.4788774251937866,0
11,middle,independence_mh,12,many,767,678,0,0,5.71651029586792,34
12,final,dls_policy,27,0,35782,13,0,0,16.228073120117188,1480
12,final,dls_random,27,0,18350,13,0,0,17.04880142211914,2397
12,final,cond_argmax,27,0,764,13,0,1,0.13380688428878784,0
12,final,cond_sample,27,0,764,13,0,1,0.13380688428878784,0
12,final,cond_topk_rescore,27,0,764,13,0,1,0.13380688428878784,0
12,final,independence_mh,27,0,764,13,0,1,0.13380688428878784,0
12,second_to_last,dls_policy,26,1,4286,520,0,0,20.508708953857422,2405
12,second_to_last,dls_random,26,1,18291,520,0,0,21.745620727539062,4210
12,second_to_last,cond_argmax,26,1,520,520,1,1,0.6604534387588501,0
12,second_to_last,cond_sample,26,1,12761,520,0,1,0.7440906763076782,1
12,second_to_last,cond_topk_rescore,26,1,520,520,1,1,0.6604534387588501,0
12,second_to_last,independence_mh,26,1,520,520,1,1,0.6604534387588501,0
12,middle,dls_policy,14,many,17755,837,0,0,20.56616973876953,6435
12,middle,dls_random,14,many,28364,837,0,0,21.16297149658203,8635
12,middle,cond_argmax,14,many,11,837,0,1,0.4430921673774719,0
12,middle,cond_sample,14,many,11,837,0,1,0.4430921673774719,0
12,middle,cond_topk_rescore,14,many,837,837,1,0,8.709714889526367,19
12,middle,independence_mh,14,many,11,837,0,1,0.4430921673774719,0
13,final,dls_policy,28,0,1584,13,0,0,18.325611114501953,2233
13,final,dls_random,28,0,30021,13,0,0,17.971637725830078,1828
13,final,cond_argmax,28,0,764,13,0,1,0.01130708772689104,0
13,final,cond_sample,28,0,764,13,0,1,0.01130708772689104,0
13,final,cond_topk_rescore,28,0,764,13,0,1,0.01130708772689104,0
13,final,independence_mh,28,0,764,13,0,1,0.01130708772689104,0
13,second_to_last,dls_policy,27,1,4040,520,0,0,23.48831558227539,2158
13,second_to_last,dls_random,27,1,5325,520,0,0,21.476062774658203,761
13,second_to_last,cond_argmax,27,1,520,520,1,1,0.002879166277125478,0
13,second_to_last,cond_sample,27,1,520,520,1,1,0.002879166277125478,0
13,second_to_last,cond_topk_rescore,27,1,520,520,1,1,0.002879166277125478,0
13,second_to_last,independence_mh,27,1,3085,520,0,0,24.041715621948242,2825
13,middle,dls_policy,14,many,15617,12761,0,0,22.07451629638672,6076
13,middle,dls_random,14,many,5325,12761,0,0,18.872852325439453,1193
13,middle,cond_argmax,14,many,11,12761,0,1,0.3308808505535126,0
13,middle,cond_sample,14,many,11,12761,0,1,0.3308808505535126,0
13,middle,cond_topk_rescore,14,many,12761,12761,1,0,6.920892238616943,7
13,middle,independence_mh,14,many,3085,12761,0,0,20.291547775268555,2576
14,final,dls_policy,27,0,10682,764,0,0,18.700334548950195,2471
14,final,dls_random,27,0,44775,764,0,0,16.602937698364258,736
14,final,cond_argmax,27,0,764,764,1,1,0.03213523328304291,0
14,final,cond_sample,27,0,764,764,1,1,0.03213523328304291,0
14,final,cond_topk_rescore,27,0,764,764,1,1,0.03213523328304291,0
14,final,independence_mh,27,0,764,764,1,1,0.03213523328304291,0
14,second_to_last,dls_policy,26,1,14714,12761,0,0,22.826311111450195,12437
14,second_to_last,dls_random,26,1,39534,12761,0,0,15.471314430236816,397
14,second_to_last,cond_argmax,26,1,1345,12761,0,1,0.4153362810611725,0
14,second_to_last,cond_sample,26,1,520,12761,0,1,1.1797014474868774,1
14,second_to_last,cond_topk_rescore,26,1,1345,12761,0,1,0.4153362810611725,0
14,second_to_last,independence_mh,26,1,520,12761,0,1,1.1797014474868774,1
14,middle,dls_policy,14,many,12681,837,0,0,25.528364181518555,28549
14,middle,dls_random,14,many,18291,837,0,0,20.87095832824707,3992
14,middle,cond_argmax,14,many,13,837,0,1,0.4263162910938263,0
14,middle,cond_sample,14,many,11,837,0,1,2.5688695907592773,2
14,middle,cond_topk_rescore,14,many,1539,837,0,1,1.4190969467163086,1
14,middle,independence_mh,14,many,290,837,0,1,4.4632463455200195,4
15,final,dls_policy,27,0,7148,13,0,0,13.131845474243164,133
15,final,dls_random,27,0,4091,13,0,0,12.8765287399292,112
15,final,cond_argmax,27,0,764,13,0,1,0.024258922785520554,0
15,final,cond_sample,27,0,764,13,0,1,0.024258922785520554,0
15,final,cond_topk_rescore,27,0,764,13,0,1,0.024258922785520554,0
15,final,independence_mh,27,0,764,13,0,1,0.024258922785520554,0
15,second_to_last,dls_policy,26,1,7148,520,0,0,20.802997589111328,534
15,second_to_last,dls_random,26,1,11459,520,0,0,24.837909698486328,3880
15,second_to_last,cond_argmax,26,1,520,520,1,1,0.011534667573869228,0
15,second_to_last,cond_sample,26,1,520,520,1,1,0.011534667573869228,0
15,second_to_last,cond_topk_rescore,26,1,520,520,1,1,0.011534667573869228,0
15,second_to_last,independence_mh,26,1,520,520,1,1,0.011534667573869228,0
15,middle,dls_policy,14,many,2320,400,0,0,19.47031021118164,370
15,middle,dls_random,14,many,26004,400,0,0,20.784198760986328,704
15,middle,cond_argmax,14,many,400,400,1,1,0.0031319635454565287,0
15,middle,cond_sample,14,many,400,400,1,1,0.0031319635454565287,0
15,middle,cond_topk_rescore,14,many,400,400,1,1,0.0031319635454565287,0
15,middle,independence_mh,14,many,400,400,1,1,0.0031319635454565287,0
16,final,dls_policy,14,0,4647,764,0,0,27.45844841003418,8778
16,final,dls_random,14,0,3819,764,0,0,23.33755111694336,1351
16,final,cond_argmax,14,0,13,764,0,1,0.007169353775680065,0
16,final,cond_sample,14,0,13,764,0,1,0.007169353775680065,0
16,final,cond_topk_rescore,14,0,13,764,0,1,0.007169353775680065,0
16,final,independence_mh,14,0,13,764,0,1,0.007169353775680065,0
16,second_to_last,dls_policy,13,1,8396,46348,0,0,16.0441837310791,6180
16,second_to_last,dls_random,13,1,12723,46348,0,0,11.098170280456543,657
16,second_to_last,cond_argmax,13,1,6612,46348,0,1,0.4199935793876648,0
16,second_to_last,cond_sample,13,1,6612,46348,0,1,0.4199935793876648,0
16,second_to_last,cond_topk_rescore,13,1,6612,46348,0,1,0.4199935793876648,0
16,second_to_last,independence_mh,13,1,45302,46348,0,0,22.131898880004883,34333
16,middle,dls_policy,7,many,27791,262,0,0,14.00700855255127,1071
16,middle,dls_random,7,many,23707,262,0,0,13.319579124450684,731
16,middle,cond_argmax,7,many,257,262,0,1,0.7011701464653015,0
16,middle,cond_sample,7,many,257,262,0,1,0.7011701464653015,0
16,middle,cond_topk_rescore,7,many,262,262,1,1,2.5894720554351807,1
16,middle,independence_mh,7,many,838,262,0,0,6.576189041137695,25
17,final,dls_policy,19,0,392,764,0,0,21.64541244506836,941
17,final,dls_random,19,0,25264,764,0,0,22.19303321838379,1266
17,final,cond_argmax,19,0,13,764,0,1,0.008800766430795193,0
17,final,cond_sample,19,0,13,764,0,1,0.008800766430795193,0
17,final,cond_topk_rescore,19,0,13,764,0,1,0.008800766430795193,0
17,final,independence_mh,19,0,13,764,0,1,0.008800766430795193,0
17,second_to_last,dls_policy,18,1,20333,9730,0,0,18.356250762939453,89
17,second_to_last,dls_random,18,1,8715,9730,0,0,24.82512664794922,2667
17,second_to_last,cond_argmax,18,1,9730,9730,1,1,0.018306348472833633,0
17,second_to_last,cond_sample,18,1,9730,9730,1,1,0.018306348472833633,0
17,second_to_last,cond_topk_rescore,18,1,9730,9730,1,1,0.018306348472833633,0
17,second_to_last,independence_mh,18,1,9730,9730,1,1,0.018306348472833633,0
17,middle,dls_policy,10,many,9149,46348,0,0,16.955739974975586,10520
17,middle,dls_random,10,many,9149,46348,0,0,16.955739974975586,10520
17,middle,cond_argmax,10,many,1044,46348,0,1,1.637536883354187,0
17,middle,cond_sample,10,many,8437,46348,0,0,8.76799488067627,129
17,middle,cond_topk_rescore,10,many,2907,46348,0,1,1.6582926511764526,1
17,middle,independence_mh,10,many,2907,46348,0,1,1.6582926511764526,1
18,final,dls_policy,34,0,5001,7863,0,0,15.567672729492188,2582
18,final,dls_random,34,0,5214,7863,0,0,10.065436363220215,192
18,final,cond_argmax,34,0,5441,7863,0,1,2.0763583183288574,0
18,final,cond_sample,34,0,2319,7863,0,1,2.3529162406921387,3
18,final,cond_topk_rescore,34,0,5441,7863,0,1,2.0763583183288574,0
18,final,independence_mh,34,0,3439,7863,0,1,2.275993824005127,1
18,second_to_last,dls_policy,33,1,24892,30739,0,0,16.84227180480957,9446
18,second_to_last,dls_random,33,1,46137,30739,0,0,12.031488418579102,1386
18,second_to_last,cond_argmax,33,1,632,30739,0,1,1.0356738567352295,0
18,second_to_last,cond_sample,33,1,3941,30739,0,0,9.77953052520752,444
18,second_to_last,cond_topk_rescore,33,1,2293,30739,0,0,4.681889533996582,11
18,second_to_last,independence_mh,33,1,2293,30739,0,0,4.681889533996582,11
18,middle,dls_policy,17,many,5001,832,0,0,18.067790985107422,6153
18,middle,dls_random,17,many,510,832,0,0,8.262162208557129,33
18,middle,cond_argmax,17,many,904,832,0,1,1.0806231498718262,0
18,middle,cond_sample,17,many,832,832,1,0,3.2225260734558105,6
18,middle,cond_topk_rescore,17,many,832,832,1,0,3.2225260734558105,6
18,middle,independence_mh,17,many,1613,832,0,0,5.923102855682373,15
19,final,dls_policy,47,0,5048,764,0,0,22.063922882080078,6667
19,final,dls_random,47,0,6011,764,0,0,17.223217010498047,535
19,final,cond_argmax,47,0,764,764,1,1,0.02709226869046688,0
19,final,cond_sample,47,0,764,764,1,1,0.02709226869046688,0
19,final,cond_topk_rescore,47,0,764,764,1,1,0.02709226869046688,0
19,final,independence_mh,47,0,764,764,1,1,0.02709226869046688,0
19,second_to_last,dls_policy,46,1,7943,13340,0,0,11.650278091430664,26
19,second_to_last,dls_random,46,1,20071,13340,0,0,18.203350067138672,499
19,second_to_last,cond_argmax,46,1,13340,13340,1,1,0.06958013027906418,0
19,second_to_last,cond_sample,46,1,9266,13340,0,1,3.4823246002197266,1
19,second_to_last,cond_topk_rescore,46,1,13340,13340,1,1,0.06958013027906418,0
19,second_to_last,independence_mh,46,1,13340,13340,1,1,0.06958013027906418,0
19,middle,dls_policy,24,many,8431,6183,0,0,14.011096954345703,3236
19,middle,dls_random,24,many,8431,6183,0,0,14.011096954345703,3236
19,middle,cond_argmax,24,many,9436,6183,0,1,1.2429983615875244,0
19,middle,cond_sample,24,many,262,6183,0,1,2.060732126235962,1
19,middle,cond_topk_rescore,24,many,7096,6183,0,1,3.164942979812622,4
19,middle,independence_mh,24,many,9115,6183,0,0,7.878861427307129,102
20,final,dls_policy,30,0,14444,4153,0,0,17.496856689453125,1841
20,final,dls_random,30,0,1314,4153,0,0,16.352157592773438,1086
20,final,cond_argmax,30,0,7863,4153,0,1,0.04919455200433731,0
20,final,cond_sample,30,0,7863,4153,0,1,0.04919455200433731,0
20,final,cond_topk_rescore,30,0,7863,4153,0,1,0.04919455200433731,0
20,final,independence_mh,30,0,7863,4153,0,1,0.04919455200433731,0
20,second_to_last,dls_policy,29,1,32460,14914,0,0,18.6700382232666,14724
20,second_to_last,dls_random,29,1,5704,14914,0,0,12.924059867858887,1549
20,second_to_last,cond_argmax,29,1,14914,14914,1,1,2.138216018676758,0
20,second_to_last,cond_sample,29,1,14914,14914,1,1,2.138216018676758,0
20,second_to_last,cond_topk_rescore,29,1,18956,14914,0,1,2.2319564819335938,1
20,second_to_last,independence_mh,29,1,18956,14914,0,1,2.2319564819335938,1
20,middle,dls_policy,15,many,8002,477,0,0,23.19586753845215,20298
20,middle,dls_random,15,many,1643,477,0,0,17.761388778686523,1886
20,middle,cond_argmax,15,many,284,477,0,1,0.5114752650260925,0
20,middle,cond_sample,15,many,284,477,0,1,0.5114752650260925,0
20,middle,cond_topk_rescore,15,many,319,477,0,1,4.498951435089111,3
20,middle,independence_mh,15,many,319,477,0,1,4.498951435089111,3
21,final,dls_policy,43,0,705,4019,0,0,10.140501022338867,359
21,final,dls_random,43,0,18112,4019,0,0,6.358471870422363,86
21,final,cond_argmax,43,0,1160,4019,0,1,2.253305435180664,0
21,final,cond_sample,43,0,1160,4019,0,1,2.253305435180664,0
21,final,cond_topk_rescore,43,0,1160,4019,0,1,2.253305435180664,0
21,final,independence_mh,43,0,4019,4019,1,1,3.078449249267578,2
21,second_to_last,dls_policy,42,1,29682,14914,0,0,13.960322380065918,6075
