sample_idx,pos,arm,gt_tok,rec_tok,exact,top5,avg_kl_gpt2sft,accept_pct
145,12,left_conditional,257,257,1,1,3.817898175384471e-08,22.0
145,12,dls_policy,257,42697,0,1,11.493504524230957,nan
145,12,dls_random,257,7835,0,1,9.163132667541504,nan
151,36,left_conditional,837,1058,0,0,6.378448486328125,36.0
151,36,dls_policy,837,28045,0,0,10.00783920288086,nan
151,36,dls_random,837,28045,0,0,10.00783920288086,nan
157,6,left_conditional,262,616,0,0,3.987684488296509,6.0
157,6,dls_policy,262,21056,0,0,9.011924743652344,nan
157,6,dls_random,262,20468,0,0,12.233898162841797,nan
163,9,left_conditional,15593,11375,0,1,0.18299600481987,74.0
163,9,dls_policy,15593,5899,0,1,8.132868766784668,nan
163,9,dls_random,15593,465,0,1,9.694570541381836,nan
169,10,left_conditional,337,19489,0,0,8.455365180969238,0.0
169,10,dls_policy,337,23171,0,0,15.415569305419922,nan
169,10,dls_random,337,4496,0,0,9.563471794128418,nan
175,3,left_conditional,262,262,1,1,2.5520421331748366e-09,58.0
175,3,dls_policy,262,3744,0,1,6.903750419616699,nan
175,3,dls_random,262,3744,0,1,6.903750419616699,nan
181,1,left_conditional,796,290,0,0,8.681708335876465,8.0
181,1,dls_policy,796,47467,0,0,8.525190353393555,nan
181,1,dls_random,796,47467,0,0,8.525190353393555,nan
187,7,left_conditional,27653,27653,1,1,-4.6798959374427795e-08,18.0
187,7,dls_policy,27653,42635,0,1,4.458921909332275,nan
187,7,dls_random,27653,42635,0,1,4.458921909332275,nan
193,6,left_conditional,837,8549,0,0,5.428974628448486,28.0
193,6,dls_policy,837,7257,0,0,7.114309787750244,nan
193,6,dls_random,837,21244,0,0,4.265315055847168,nan
199,10,left_conditional,6303,7261,0,0,2.779693126678467,8.0
199,10,dls_policy,6303,6375,0,0,6.003917694091797,nan
199,10,dls_random,6303,267,0,0,3.9549765586853027,nan
