seq_id,loglik_base,loglik_tuned,mean_nexttok_kl
55,-90.5134506225586,-106.30776977539062,0.53629469871521
56,-190.19732666015625,-217.169677734375,0.8029154539108276
57,-124.0749282836914,-159.72918701171875,0.4951706826686859
58,-108.60591888427734,-119.46525573730469,1.4571173191070557
59,-250.35427856445312,-290.1702880859375,1.8050403594970703
60,-203.35585021972656,-240.551513671875,1.295530915260315
61,-144.61904907226562,-174.38714599609375,0.8244810104370117
62,-197.65725708007812,-245.04615783691406,0.4409410059452057
63,-173.69918823242188,-194.91200256347656,0.7581736445426941
64,-140.10488891601562,-162.68576049804688,0.8588991165161133
65,-161.350830078125,-199.96099853515625,0.6063403487205505
66,-216.96334838867188,-287.4232482910156,2.349041223526001
67,-168.3095703125,-188.552001953125,0.49525463581085205
68,-263.2411804199219,-306.16412353515625,1.3347687721252441
69,-164.84930419921875,-207.93679809570312,0.9557258486747742
70,-102.84224700927734,-122.17242431640625,1.2508506774902344
71,-146.3725128173828,-199.94845581054688,1.0038787126541138
72,-169.1060333251953,-190.35836791992188,0.271211177110672
73,-205.49070739746094,-245.97039794921875,0.8365068435668945
74,-69.3566665649414,-73.15821838378906,0.3865538239479065
75,-115.08311462402344,-146.16432189941406,1.1358870267868042
76,-147.75375366210938,-168.5500030517578,1.1259171962738037
77,-126.43421173095703,-142.90835571289062,1.7494471073150635
78,-109.12417602539062,-118.05708312988281,1.2134644985198975
79,-147.38157653808594,-152.84552001953125,0.9722448587417603
80,-152.4976348876953,-177.62545776367188,0.49697577953338623
81,-143.71853637695312,-167.6299591064453,0.7422969937324524
82,-153.18807983398438,-182.62554931640625,1.649908423423767
83,-125.81790161132812,-152.44515991210938,1.5144264698028564
84,-181.97824096679688,-210.5303955078125,0.33330243825912476
85,-129.4517822265625,-157.4148406982422,0.8151429295539856
86,-327.328857421875,-350.9486083984375,0.9028607606887817
87,-72.82402801513672,-81.90141296386719,1.0262857675552368
88,-199.6378173828125,-235.53175354003906,0.5548033118247986
89,-85.90866088867188,-90.43037414550781,0.9250200986862183
90,-160.01119995117188,-176.1654052734375,0.7374714612960815
91,-228.39797973632812,-258.7186279296875,0.7995188236236572
92,-258.69989013671875,-283.573486328125,0.46777454018592834
93,-112.42166137695312,-131.44027709960938,0.8732532858848572
94,-86.86743927001953,-94.78579711914062,0.7659624814987183
95,-242.12332153320312,-267.0905456542969,0.6019682288169861
96,-149.71914672851562,-161.23281860351562,0.8311048746109009
97,-216.88397216796875,-244.45689392089844,1.156760573387146
98,-262.94384765625,-293.36248779296875,0.6194177865982056
99,-290.7439880371094,-318.15447998046875,0.9039145112037659
100,-141.26406860351562,-160.9385223388672,0.8015947341918945
101,-163.3652801513672,-169.76837158203125,0.42281225323677063
102,-252.1253662109375,-287.18658447265625,1.0053819417953491
103,-187.57554626464844,-210.84542846679688,0.796777069568634
104,-269.68804931640625,-291.69512939453125,0.7859258651733398
105,-260.04656982421875,-295.97320556640625,0.8573459386825562
106,-275.02166748046875,-310.6070556640625,0.6569977402687073
107,-328.133544921875,-352.07122802734375,1.0829087495803833
108,-191.73562622070312,-227.15638732910156,0.7753491401672363
109,-222.26084899902344,-248.0516357421875,0.7878713011741638
110,-196.41134643554688,-216.73275756835938,1.0743509531021118
111,-259.2669372558594,-309.092041015625,1.1967177391052246
112,-216.92025756835938,-262.921875,1.1002873182296753
113,-171.81552124023438,-186.96572875976562,1.1525886058807373
114,-205.78829956054688,-230.25244140625,0.9666114449501038
115,-351.602783203125,-419.7564697265625,1.2543506622314453
116,-275.44915771484375,-303.16729736328125,1.195716142654419
117,-226.74790954589844,-273.37103271484375,0.6624824404716492
118,-333.2713317871094,-366.6471862792969,0.6162949800491333
119,-158.52890014648438,-164.24209594726562,1.0730068683624268
120,-171.09030151367188,-178.58843994140625,1.0037800073623657
121,-187.63841247558594,-195.09414672851562,0.7788103818893433
122,-155.13278198242188,-184.2609100341797,1.3690402507781982
123,-138.504638671875,-172.5726776123047,0.9277644157409668
124,-175.23593139648438,-209.5503387451172,1.68598210811615
125,-294.2191162109375,-335.81182861328125,0.5805258750915527
126,-104.36198425292969,-118.35113525390625,1.532043695449829
127,-356.4110107421875,-406.55169677734375,0.9721047282218933
128,-214.85073852539062,-252.9628143310547,0.36536842584609985
129,-169.75762939453125,-186.41775512695312,0.8155828714370728
130,-197.48175048828125,-239.30364990234375,1.155595064163208
131,-219.69847106933594,-248.80227661132812,0.8990797996520996
132,-157.96746826171875,-187.39242553710938,1.9023542404174805
133,-245.45733642578125,-244.37631225585938,0.6741284132003784
134,-162.565185546875,-151.46615600585938,0.6676997542381287
135,-418.46893310546875,-467.8297424316406,1.1464418172836304
136,-261.3858337402344,-285.567138671875,0.6335221529006958
137,-112.89724731445312,-114.15384674072266,0.3823131322860718
138,-97.21824645996094,-129.58920288085938,0.8463405966758728
139,-145.89242553710938,-181.06350708007812,1.2640424966812134
140,-141.14842224121094,-193.99142456054688,1.7266077995300293
141,-101.43524169921875,-127.3828353881836,0.6367961764335632
142,-122.5172119140625,-142.54214477539062,1.481428861618042
143,-245.81442260742188,-244.6045684814453,0.556057333946228
144,-164.8610076904297,-202.11778259277344,0.5838188529014587
145,-98.61505889892578,-105.59953308105469,0.8190509676933289
146,-167.15536499023438,-206.48892211914062,1.1269837617874146
147,-128.1205291748047,-168.30313110351562,1.247441053390503
148,-230.37469482421875,-258.3638916015625,1.396283745765686
149,-143.15740966796875,-167.53640747070312,0.435897558927536
150,-155.41864013671875,-183.70223999023438,0.7098700404167175
151,-328.0086364746094,-373.7623596191406,0.9746906757354736
152,-196.44894409179688,-240.30352783203125,0.8518955707550049
153,-210.3387451171875,-245.20025634765625,1.330356478691101
154,-308.8537902832031,-363.66973876953125,1.3082727193832397
155,-187.27371215820312,-210.05511474609375,1.2900664806365967
156,-275.87493896484375,-360.61077880859375,1.8451175689697266
157,-269.92742919921875,-347.6204833984375,1.6722322702407837
158,-239.07241821289062,-294.42681884765625,1.1821892261505127
159,-271.4466857910156,-334.39031982421875,1.6188240051269531
160,-305.32904052734375,-375.03985595703125,1.5783640146255493
161,-183.37571716308594,-232.63226318359375,1.5926278829574585
162,-242.93502807617188,-317.804443359375,1.8605269193649292
163,-213.36093139648438,-287.7140808105469,2.1059958934783936
164,-229.00425720214844,-282.0128479003906,1.3117426633834839
165,-312.9677734375,-380.79949951171875,1.3803093433380127
166,-245.773193359375,-326.7870788574219,1.8090548515319824
167,-294.06146240234375,-344.51666259765625,1.460402488708496
168,-265.31988525390625,-314.96759033203125,1.8035918474197388
169,-174.7591552734375,-228.7822265625,2.110581398010254
170,-219.11993408203125,-280.43402099609375,1.940576434135437
171,-203.83396911621094,-260.67840576171875,1.6020758152008057
172,-295.9029846191406,-359.3901672363281,1.8675426244735718
173,-317.2526550292969,-388.77325439453125,2.563295841217041
174,-208.99407958984375,-231.41653442382812,1.3196804523468018
175,-115.0190200805664,-140.59213256835938,1.2609400749206543
176,-116.14559173583984,-137.64686584472656,1.2000426054000854
177,-291.56414794921875,-355.7730712890625,1.1503331661224365
178,-232.515869140625,-280.8575439453125,1.3909481763839722
179,-107.50532531738281,-124.1004638671875,0.43354371190071106
180,-290.1760559082031,-332.54638671875,2.3826301097869873
181,-300.16302490234375,-352.2555236816406,3.0891549587249756
182,-216.4183349609375,-271.9444580078125,3.3562145233154297
183,-165.3809814453125,-194.11019897460938,1.0205764770507812
184,-305.04815673828125,-346.91021728515625,1.1409387588500977
185,-172.5496368408203,-193.58383178710938,0.8617593050003052
186,-211.15863037109375,-244.3474884033203,0.9197295308113098
187,-105.07855224609375,-126.75697326660156,1.070940613746643
188,-298.14300537109375,-329.70892333984375,0.7670971751213074
189,-187.32308959960938,-207.09176635742188,0.4904118478298187
190,-134.524169921875,-148.97802734375,0.5780446529388428
191,-188.9615020751953,-203.42678833007812,0.9953187704086304
192,-181.13601684570312,-214.18304443359375,0.45524924993515015
193,-290.968505859375,-334.2773132324219,1.0220541954040527
194,-387.861083984375,-435.34002685546875,0.9919861555099487
195,-225.48968505859375,-222.90908813476562,0.6684914231300354
196,-276.3170166015625,-309.7530517578125,1.202252984046936
197,-199.1363525390625,-227.32350158691406,0.6026099324226379
198,-178.97015380859375,-243.59034729003906,0.9149055480957031
199,-106.742431640625,-124.77873992919922,0.6360390186309814
200,-108.37864685058594,-121.71016693115234,0.7452373504638672
201,-63.61466979980469,-94.22274780273438,0.5872896909713745
202,-125.84298706054688,-141.12478637695312,1.4722745418548584
203,-136.52328491210938,-171.07443237304688,1.0985040664672852
204,-102.17132568359375,-136.7423858642578,0.9209703803062439
205,-132.98609924316406,-143.78488159179688,0.7121798396110535
206,-138.5128173828125,-161.64093017578125,1.1763927936553955
207,-103.78094482421875,-134.09292602539062,0.8596292734146118
208,-109.14520263671875,-140.7216339111328,1.0341720581054688
209,-215.60784912109375,-230.07528686523438,1.2923552989959717
210,-154.68722534179688,-179.0870819091797,1.3551757335662842
211,-130.481201171875,-159.7488555908203,0.8988929390907288
212,-131.64015197753906,-144.93377685546875,0.9356464147567749
213,-119.61231231689453,-143.48745727539062,0.5912521481513977
214,-135.1205596923828,-154.16281127929688,1.16829514503479
