sample_idx,pos,gt_tok,rec_tok,exact,top5,avg_kl_gpt2sft,num_masks
52,35,588,286,0,0,5.09424352645874,1
53,31,22158,3517,0,0,0.18112713098526,1
54,5,543,326,0,1,0.3951590359210968,1
55,34,17418,8047,0,0,4.819145202636719,1
56,8,42328,42328,1,1,-2.9802322387695312e-08,1
57,11,440,314,0,1,5.72720193862915,1
58,9,287,329,0,1,4.766542434692383,1
59,30,290,290,1,1,6.000675512041198e-08,1
60,21,11251,5097,0,0,7.562762260437012,1
61,10,837,351,0,1,3.148259401321411,1
62,13,837,357,0,1,6.714280128479004,1
63,16,30151,5228,0,0,2.601240396499634,1
64,26,3747,3747,1,1,5.960464477539064e-08,1
65,27,287,287,1,1,-2.2327726473259088e-11,1
66,9,1318,1318,1,1,-2.4158453015843406e-10,1
67,1,2932,3267,0,1,0.100758358836174,1
68,20,2168,2168,1,1,-2.5198005459969863e-08,1
69,22,393,878,0,1,9.660400390625,1
70,8,796,796,1,1,8.149072527885436e-10,1
71,5,47299,28,0,0,18.09475326538086,1
72,1,1866,25341,0,1,3.312291145324707,1
73,16,262,1171,0,1,6.12362003326416,1
74,45,45714,872,0,0,10.089349746704102,1
75,32,42497,12,0,0,15.10966968536377,1
76,9,82,82,1,1,-1.0943040251731873e-08,1
77,3,2813,838,0,0,6.405230522155762,1
78,4,784,4403,0,0,8.150018692016602,1
79,22,837,837,1,1,1.3277542620926397e-08,1
80,1,9368,24893,0,1,4.286139488220215,1
81,7,805,805,1,1,-1.797161530703306e-09,1
82,5,9368,3687,0,1,0.2823862433433532,1
83,2,12,3237,0,0,11.327558517456056,1
84,4,784,1793,0,0,10.10690212249756,1
85,3,705,18265,0,1,13.961289405822754,1
86,7,31093,31093,1,1,2.6084817861260493e-08,1
87,21,329,329,1,1,-1.3127760212228168e-08,1
88,8,2297,2297,1,1,1.6770666633192377e-08,1
89,10,7724,5816,0,0,0.7898749113082886,1
90,10,796,1267,0,1,8.577288627624512,1
91,7,4447,1080,0,0,0.2074481844902038,1
92,8,8699,1596,0,0,11.257437705993652,1
93,14,796,784,0,1,10.129264831542969,1
94,5,1105,1303,0,0,8.860569953918457,1
95,1,796,796,1,1,-3.096647560596466e-08,1
96,13,796,13,0,1,6.7567219734191895,1
97,8,319,319,1,1,-1.977321062440751e-08,1
98,9,257,262,0,1,2.494131326675415,1
99,13,290,290,1,1,-1.3690441846847534e-07,1
100,10,796,1630,0,1,11.784613609313965,1
101,13,796,796,1,1,2.328304127274805e-08,1
102,5,1547,287,0,0,10.15108871459961,1
103,3,14861,2260,0,0,9.231449127197266,1
104,4,784,11,0,0,5.923642158508301,1
105,13,952,9390,0,0,1.30485200881958,1
106,12,9513,796,0,0,12.670804977416992,1
107,24,262,262,1,1,-4.638422979041934e-11,1
108,9,355,355,1,1,-2.9787770472466946e-08,1
109,18,268,25614,0,0,17.52228546142578,1
110,5,282,282,1,1,-3.10145020776531e-10,1
111,6,290,362,0,0,8.504111289978027,1
112,28,656,656,1,1,-1.0244548320770264e-08,1
113,5,282,292,0,0,1.9905054569244385,1
114,8,313,313,1,1,2.2351741790771484e-08,1
115,25,2162,290,0,0,2.6829822063446045,1
116,7,4539,14901,0,1,2.648467302322388,1
117,27,2488,2488,1,1,-3.733699127650425e-09,1
118,4,24228,10604,0,0,1.4556608200073242,1
119,4,318,11,0,1,2.9697790145874023,1
120,27,2488,2488,1,1,9.289942681789398e-08,1
121,11,286,286,1,1,-7.48746060708072e-08,1
122,18,1969,15909,0,1,0.0307149030268192,1
123,28,550,550,1,1,4.0279701352119446e-08,1
124,17,262,262,1,1,3.0581759347114707e-10,1
125,9,22230,2184,0,1,0.0129519999027252,1
126,15,383,383,1,1,-4.5401975512504584e-08,1
127,40,287,11,0,1,2.28721284866333,1
128,9,290,290,1,1,2.561137080192566e-09,1
129,11,41498,41498,1,1,7.450676520193156e-09,1
130,21,318,318,1,1,1.0943040251731873e-08,1
131,36,423,423,1,1,2.9805129031501565e-08,1
132,32,509,80,0,0,15.630298614501951,1
133,10,14747,5858,0,1,0.2597569227218628,1
134,1,10304,702,0,0,9.29440212249756,1
135,2,642,543,0,0,5.434118270874023,1
136,33,705,988,0,0,7.734298229217529,1
137,3,373,373,1,1,5.159790816833265e-08,1
138,8,416,355,0,1,1.9583033323287964,1
139,14,373,373,1,1,1.6763806343078613e-08,1
140,20,30685,2665,0,0,2.4898900985717773,1
141,29,837,837,1,1,-1.3247809516059306e-09,1
142,34,1593,12399,0,0,1.436508297920227,1
143,24,326,262,0,1,4.595124244689941,1
144,16,3104,34808,0,0,0.0055601522326469,1
145,12,257,257,1,1,3.8178981753844716e-08,1
146,24,1793,3126,0,0,0.9136210680007936,1
147,2,6607,354,0,1,3.499032974243164,1
148,17,9985,9985,1,1,7.450580596923828e-09,1
149,8,290,49730,0,1,6.855493545532227,1
150,3,1071,1856,0,1,14.99517822265625,1
151,36,837,14572,0,1,6.089562892913818,1
152,3,705,347,0,1,10.259485244750977,1
153,5,3841,12935,0,0,1.7564753293991089,1
154,9,286,286,1,1,-2.2355493456416298e-08,1
155,1,262,262,1,1,-3.725302377688422e-08,1
156,20,1918,9889,0,1,0.0111911306157708,1
157,6,262,262,1,1,1.0946621387120103e-09,1
158,8,796,796,1,1,5.471520125865936e-09,1
159,7,4473,5776,0,0,0.5058895349502563,1
160,8,796,796,1,1,2.6891484594671056e-08,1
161,3,3596,2835,0,1,5.324851989746094,1
162,1,796,796,1,1,-3.096647560596466e-08,1
163,9,15593,764,0,1,14.700660705566406,1
164,16,31526,5618,0,0,3.5633444786071777,1
165,39,5323,3459,0,0,7.065605163574219,1
166,7,19196,299,0,0,6.5241780281066895,1
167,3,297,83,0,1,9.197267532348633,1
168,3,3596,3596,1,1,1.0011717677116394e-08,1
169,10,337,609,0,0,11.830489158630373,1
170,7,1875,1875,1,1,2.6126372176804583e-08,1
171,24,14729,14729,1,1,-2.9016518965363506e-08,1
172,8,2237,6337,0,1,0.1178439259529113,1
173,7,10580,6953,0,0,5.789434432983398,1
174,3,318,318,1,1,-2.9802322387695312e-08,1
175,3,262,262,1,1,2.5520421331748366e-09,1
176,3,3517,17165,0,1,10.554652214050291,1
177,10,796,764,0,1,10.51810359954834,1
178,1,796,28,0,1,6.716436862945557,1
179,11,796,796,1,1,1.2398231774568558e-08,1
180,1,796,25,0,1,8.0231294631958,1
181,1,796,8,0,1,7.419431209564209,1
182,4,263,276,0,1,5.131316661834717,1
183,7,837,3284,0,0,4.473414897918701,1
184,7,784,532,0,1,0.0175198260694742,1
185,10,796,28,0,1,0.0018673201557248,1
186,3,3394,1605,0,0,7.463768482208252,1
187,7,27653,1248,0,0,10.261096954345703,1
188,6,24414,2319,0,0,4.766220569610596,1
189,9,796,796,1,1,-4.656612873077393e-10,1
190,10,31,259,0,0,3.865012168884277,1
191,8,22717,4764,0,0,2.823394060134888,1
192,6,11445,6885,0,0,4.221763610839844,1
193,6,837,12224,0,0,8.423375129699707,1
194,1,796,28,0,1,6.716436862945557,1
195,11,837,26,0,0,0.4337963759899139,1
196,5,837,1058,0,0,2.440044403076172,1
197,6,6638,3942,0,0,5.637067794799805,1
198,13,796,28,0,1,0.0072876252233982,1
199,10,6303,31,0,0,3.1299877166748047,1
