sample_idx,pos,arm,gt_tok,rec_tok,exact,top5,avg_kl_gpt2sft,accept_pct
90,10,left_conditional,796,5284,0,0,9.818475723266602,4.0
90,10,dls_policy,796,42973,0,0,4.844493389129639,nan
90,10,dls_random,796,12003,0,0,5.219271183013916,nan
96,13,left_conditional,796,13,0,0,6.7567219734191895,100.0
96,13,dls_policy,796,32535,0,0,0.18971729278564453,nan
96,13,dls_random,796,32535,0,0,0.18971729278564453,nan
102,5,left_conditional,1547,15606,0,0,3.5726418495178223,30.0
102,5,dls_policy,1547,43355,0,0,5.179701328277588,nan
102,5,dls_random,1547,16393,0,0,3.666980028152466,nan
108,9,left_conditional,355,617,0,0,9.937071800231934,20.0
108,9,dls_policy,355,1879,0,0,10.096403121948242,nan
108,9,dls_random,355,2351,0,0,5.308601379394531,nan
114,8,left_conditional,313,71,0,0,10.061761856079102,16.0
114,8,dls_policy,313,1030,0,0,18.28999900817871,nan
114,8,dls_random,313,1030,0,0,18.28999900817871,nan
120,27,left_conditional,2488,43826,0,0,8.564193725585938,0.0
120,27,dls_policy,2488,3914,0,0,8.699911117553711,nan
120,27,dls_random,2488,270,0,0,6.647294044494629,nan
126,15,left_conditional,383,383,1,1,-4.540197551250458e-08,18.0
126,15,dls_policy,383,37919,0,1,6.935315132141113,nan
126,15,dls_random,383,40247,0,1,10.886445999145508,nan
132,32,left_conditional,509,768,0,0,18.024751663208008,28.0
132,32,dls_policy,509,34944,0,0,16.101791381835938,nan
132,32,dls_random,509,34944,0,0,16.101791381835938,nan
138,8,left_conditional,416,284,0,0,1.0052883625030518,46.0
138,8,dls_policy,416,17501,0,0,8.215848922729492,nan
138,8,dls_random,416,412,0,0,5.795373916625977,nan
144,16,left_conditional,3104,3720,0,0,0.0024297030176967382,76.0
144,16,dls_policy,3104,40,0,0,0.09679573774337769,nan
144,16,dls_random,3104,5066,0,0,0.0009628358529880643,nan
150,3,left_conditional,1071,1071,1,1,1.3969838619232178e-08,22.0
150,3,dls_policy,1071,34037,0,1,12.31697940826416,nan
150,3,dls_random,1071,34037,0,1,12.31697940826416,nan
156,20,left_conditional,1918,10955,0,0,0.0038496223278343678,32.0
156,20,dls_policy,1918,27494,0,0,0.007972490042448044,nan
156,20,dls_random,1918,27494,0,0,0.007972490042448044,nan
162,1,left_conditional,796,268,0,0,9.258546829223633,14.0
162,1,dls_policy,796,1255,0,0,4.958504676818848,nan
162,1,dls_random,796,34704,0,0,8.849688529968262,nan
168,3,left_conditional,3596,3596,1,0,1.0011717677116394e-08,2.0
168,3,dls_policy,3596,22386,0,0,8.505640029907227,nan
168,3,dls_random,3596,18527,0,0,6.1057538986206055,nan
174,3,left_conditional,318,318,1,1,-2.9802322387695312e-08,10.0
174,3,dls_policy,318,3616,0,1,6.802324295043945,nan
174,3,dls_random,318,44595,0,1,14.193073272705078,nan
180,1,left_conditional,796,273,0,0,6.4607319831848145,24.0
180,1,dls_policy,796,46170,0,0,6.40897274017334,nan
180,1,dls_random,796,2429,0,0,10.004076957702637,nan
186,3,left_conditional,3394,930,0,0,13.12929630279541,72.0
186,3,dls_policy,3394,14814,0,0,11.629406929016113,nan
186,3,dls_random,3394,20956,0,0,7.861204147338867,nan
192,6,left_conditional,11445,21709,0,1,2.0241174697875977,52.0
192,6,dls_policy,11445,25859,0,1,1.9351246356964111,nan
192,6,dls_random,11445,8069,0,1,1.0762466192245483,nan
198,13,left_conditional,796,796,1,1,2.514570951461792e-08,98.0
198,13,dls_policy,796,17000,0,1,2.994371175765991,nan
198,13,dls_random,796,9552,0,1,1.59926438331604,nan
