seq_id,strategy,gen_len,scored_len,emitted_eos,hit_cap,total_logp,mean_logp,rep4,distinct2,text
2,beam20,40,40,0,1,-6.763217926025391,-0.16908044815063478,0.8918918918918919,0.10256410256410256,-b07a-b07a-b07a-b07a-b07a-b07a-b07a-b07a-b07a-b07a
2,ancestral,40,40,0,1,-90.85530853271484,-2.271382713317871,0.0,0.9743589743589743,-da8daa8d07. Billy took a fancy car and drove across the country to get his paycheck. Billy missed his taxi fare and ended up walking down a deserted street as everyone held
2,topp90,40,40,0,1,-44.778587341308594,-1.1194646835327149,0.0,0.9743589743589743,"-7e5e-1a9e-deea-b0f2d473. Ellen wanted to buy a new dog, but she didn't know what dog she wanted."
2,temp07,40,40,0,1,-30.596086502075195,-0.7649021625518799,0.21621621621621623,0.717948717948718,-9a79-b0f2d473-ea69-434d-9a79-b0f2d473. Jeff got a new puppy for his birthday. Jeff took
3,greedy,40,40,0,1,-10.559028625488281,-0.263975715637207,0.8378378378378378,0.1282051282051282,8a-c8a8a-c8a8a-c8a8a-c8a8a-c8a8a-c8a8a-c
3,beam5,40,40,0,1,-8.85145092010498,-0.22128627300262452,0.8648648648648649,0.1282051282051282,8a-daa8a-daa8a-daa8a-daa8a-daa8a-daa8a-daa8a-daa
3,beam20,40,40,0,1,-8.27452278137207,-0.20686306953430175,0.8378378378378378,0.10256410256410256,7a-a7a7a-a7a7a-a7a7a-a7a7a-a7a7a-a7a7a-a
3,ancestral,40,40,0,1,-50.72657012939453,-1.2681642532348634,0.35135135135135137,0.41025641025641024,26-c86a-7e7a-2a7e-7a7a-2b8a-7a7a-2b8a-7a7a
3,topp90,40,40,0,1,-29.657957077026367,-0.7414489269256592,0.5675675675675675,0.38461538461538464,7d-9a7a-cdaa-e9c9-cdaa-e9c9-cdaa-e9c9-cdaa-e
3,temp07,40,40,0,1,-19.90298080444336,-0.497574520111084,0.4864864864864865,0.28205128205128205,8a-daa8a-fea8a-feba8a-a8a8a-a8a8a-a8a8a-a8a
4,greedy,40,40,0,1,-12.246667861938477,-0.3061666965484619,0.40540540540540543,0.48717948717948717,8a-c8a8a-e1a13e5b-7260-4d8a-c8a8a-e1a13e5b-72
4,beam5,40,40,0,1,-8.154165267944336,-0.2038541316986084,0.5675675675675675,0.41025641025641024,8a-e1a13e5b-7260-4d8a-e1a13e5b-7260-4d8a-e1a13e
4,beam20,40,40,0,1,-8.154165267944336,-0.2038541316986084,0.5675675675675675,0.41025641025641024,8a-e1a13e5b-7260-4d8a-e1a13e5b-7260-4d8a-e1a13e
4,ancestral,40,40,0,1,-64.38478088378906,-1.6096195220947265,0.13513513513513514,0.7435897435897436,20-4d20-4d20-6e20-6e20. Kate decided to take the dog out one afternoon. Kate waited for half an hour but didn't arrive in the
4,topp90,40,40,0,1,-33.450531005859375,-0.8362632751464844,0.4594594594594595,0.41025641025641024,07-4a6a-7cda-8a8a-c8a8-c8a8-c8a8-c8a8-c8a8
4,temp07,40,40,0,1,-71.50840759277344,-1.787710189819336,0.0,0.7692307692307693,8b-febb-7e8c-e11a-9d8a-a3bb-5a86-5a8a-6b86-6b
5,greedy,40,40,0,1,-30.00341033935547,-0.7500852584838867,0.05405405405405406,0.8205128205128205,8-8a8a-d2f9c9c3. Mary had a big birthday coming up on Friday. Mary decided to throw a party for her friends. Mary decided to throw
5,beam5,40,40,0,1,-10.459190368652344,-0.2614797592163086,0.4594594594594595,0.46153846153846156,8-bfc8-d2f9c9c3-cd22-49c8-bfc8-d2f9c9c3-cd22-49c
5,beam20,40,40,0,1,-8.418756484985352,-0.21046891212463378,0.8648648648648649,0.1282051282051282,8-cdaa-cdaa-cdaa-cdaa-cdaa-cdaa-cdaa-cdaa-cdaa-cda
5,ancestral,40,40,0,1,-81.97763061523438,-2.0494407653808593,0.0,0.9230769230769231,"8-2596. Gus lived downstairs but wanted to go up to the loft. Gus bought a shelter from the store. Gus stayed in the shelter all night. Gus jumped out, furious that his"
5,topp90,40,40,0,1,-47.39330291748047,-1.1848325729370117,0.2702702702702703,0.5897435897435898,8-24c8-24c8-24c8-24c8. Daliate was his favorite food. Daliate got very fat during his life. Daliate decided to eat meat
5,temp07,40,40,0,1,-42.49481964111328,-1.062370491027832,0.0,0.9230769230769231,8-7d2f9c9c3. Jeremy didn't want to go to school that day. He wanted to play basketball in the basement. Jeremy decided to play ball with his friend
6,greedy,40,40,0,1,-18.281829833984375,-0.4570457458496094,0.6756756756756757,0.2564102564102564,-daa8-e8a8a-d8a8a-d8a8a-d8a8a-d8a8a-d8a8a
6,beam5,40,40,0,1,-4.933341979980469,-0.12333354949951172,0.7837837837837838,0.20512820512820512,-a13c-48f9-a13c-48f9-a13c-48f9-a13c-48f9-a13c-48f9
6,beam20,40,40,0,1,-4.933341979980469,-0.12333354949951172,0.7837837837837838,0.20512820512820512,-a13c-48f9-a13c-48f9-a13c-48f9-a13c-48f9-a13c-48f9
6,ancestral,40,40,0,1,-88.37081909179688,-2.209270477294922,0.0,0.9743589743589743,-c89c-d55f. Mary had just gotten out of hospital and was trying to walk to the store. Mary got terrified and walked blindly into a drain in the corner of the yard
6,topp90,40,40,0,1,-36.548362731933594,-0.9137090682983399,0.5945945945945946,0.3333333333333333,-daa5a-a0a5a-9fc4b-a0a5a-9fc4b-a0a5a-9fc4b-a
6,temp07,40,40,0,1,-56.687225341796875,-1.417180633544922,0.32432432432432434,0.5897435897435898,e-6cdbb-c07b7-b0eea-d04c8-b07b8-b07b8-b07b8-b07b
7,greedy,40,40,0,1,-9.862260818481445,-0.24655652046203613,0.7297297297297297,0.2564102564102564,e79a-a841f-4e79a-a841f-4e79a-a841f-4e79a-a841f-4
7,beam5,40,40,0,1,-5.312775135040283,-0.13281937837600707,0.7837837837837838,0.20512820512820512,bfc-841f-4bfc-841f-4bfc-841f-4bfc-841f-4bfc-841f-4
7,beam20,40,40,0,1,-5.312775135040283,-0.13281937837600707,0.7837837837837838,0.20512820512820512,bfc-841f-4bfc-841f-4bfc-841f-4bfc-841f-4bfc-841f-4
7,ancestral,40,40,0,1,-75.32615661621094,-1.8831539154052734,0.0,0.9230769230769231,bfc-24cdaaecdcb. he looked down at his ring finger. he flipped it upside down. he smashed it into the wall first thing in the morning. he went to
7,topp90,40,40,0,1,-39.07344055175781,-0.9768360137939454,0.5675675675675675,0.41025641025641024,e79a-2ec74e-da7a7b-d7a7b-d7a7b-d7a7b-d7a7b-d
7,temp07,40,40,0,1,-48.130977630615234,-1.2032744407653808,0.40540540540540543,0.5128205128205128,bfc-7ecf-e7a9-e4fdaa-bfcb79-e7a9-e4fdaa-bfcb79-e
8,greedy,40,40,0,1,-13.051993370056152,-0.3262998342514038,0.8108108108108109,0.15384615384615385,8f-c8f8-c8f8-c8f8-c8f8-c8f8-c8f8-c8f8-c8
8,beam5,40,40,0,1,-11.212606430053711,-0.2803151607513428,0.8378378378378378,0.1282051282051282,8a-c8a8a-c8a8a-c8a8a-c8a8a-c8a8a-c8a8a-c
8,beam20,40,40,0,1,-10.139427185058594,-0.25348567962646484,0.8108108108108109,0.15384615384615385,7a-c7a8-c7a8-c7a8-c7a8-c7a8-c7a8-c7a8-c7
8,ancestral,40,40,0,1,-57.366432189941406,-1.4341608047485352,0.24324324324324326,0.717948717948718,49-8b53-f81b-c548-7f37-4c49-8b53-f81b-c548. Eddie arrived at the restaurant as ordered.
8,topp90,40,40,0,1,-20.920413970947266,-0.5230103492736816,0.5135135135135135,0.46153846153846156,91-c90f-e94105526-7f37-4c91-c90f-e94105526-7f37-4c91-c90
8,temp07,40,40,0,1,-70.28396606445312,-1.7570991516113281,0.05405405405405406,0.7692307692307693,0a-c38a-f8f9-7fb6-a88b-c8f4-c8f3-c8f5. Alice arrived at the mansion
9,greedy,40,40,0,1,-24.5263614654541,-0.6131590366363525,0.0,0.8717948717948718,"8983. She wanted to buy a new dog, but she didn't know what kind of dog she wanted. She decided to buy a puppy from a puppy shop. She arrived at the store"
9,beam5,40,40,0,1,-6.9106035232543945,-0.17276508808135987,0.6756756756756757,0.3076923076923077,a8547e91-b953-4997-a8547e91-b953-4997-a8547e91-b953-4997-a8547e
9,beam20,40,40,0,1,-6.9106035232543945,-0.17276508808135987,0.6756756756756757,0.3076923076923077,a8547e91-b953-4997-a8547e91-b953-4997-a8547e91-b953-4997-a8547e
9,ancestral,40,40,0,1,-11.774555206298828,-0.2943638801574707,0.8918918918918919,0.10256410256410256,b02a-b02a-b02a-b02a-b02a-b02a-b02a-b02a-b02a-b02a-
9,topp90,40,40,0,1,-45.72369384765625,-1.1430923461914062,0.05405405405405406,0.8717948717948718,a8547e91-b953-4997-a8547e91. Molly danced through the halls of school trying to get her friend to dance. Molly saw a cousin that danced very
9,temp07,40,40,0,1,-63.058353424072266,-1.5764588356018066,0.08108108108108109,0.7948717948717948,8a88-a897. Jen came to the nursery to put things in her crib. Jen looked around at the nursery and saw her parents. Jen decided to put things in her crib anyway
10,greedy,40,40,0,1,-12.664226531982422,-0.3166056632995605,0.8108108108108109,0.15384615384615385,-8a8a-daa8a-daa8a-daa8a-daa8a-daa8a-daa8a-daa8a
10,beam5,40,40,0,1,-20.901012420654297,-0.5225253105163574,0.43243243243243246,0.4358974358974359,a8a8a. she went to the grocery store to buy groceries for her family. she went to the store to buy groceries for her family. she went to the store to buy groceries for
10,beam20,40,40,0,1,-8.645162582397461,-0.21612906455993652,0.8918918918918919,0.10256410256410256,-daa8-daa8-daa8-daa8-daa8-daa8-daa8-daa8-daa8-daa8
10,ancestral,40,40,0,1,-97.14530944824219,-2.4286327362060547,0.0,0.8974358974358975,-7217a-2aabd-874f-a761-a78a-4a7d-5b07-7. She lasted nearly seven weeks. She
10,topp90,40,40,0,1,-27.308353424072266,-0.6827088356018066,0.40540540540540543,0.46153846153846156,-cbaa-bbaa-baa-baa-baa-baa-baa. Jim walked around in the park for an hour. Jim walked around in the park
10,temp07,40,40,0,1,-28.057357788085938,-0.7014339447021485,0.6756756756756757,0.2564102564102564,-cbd9e-dba9a-cbd9a-cbd9a-cbd9a-cbd9a-cbd9a-cbd9a
11,greedy,40,40,0,1,-13.178112030029297,-0.3294528007507324,0.5405405405405406,0.41025641025641024,-c7daa-bfcb-da30-4c5b-c7daa-bfcb-da30-4c5b-c7daa-
11,beam5,40,40,0,1,-7.608434677124023,-0.19021086692810057,0.6756756756756757,0.3076923076923077,-cbdc-da30-4c5b-cbdc-da30-4c5b-cbdc-da30-4c5b-cbdc
11,beam20,40,40,0,1,-5.58078670501709,-0.13951966762542725,0.8648648648648649,0.1282051282051282,-4c5b-4c5b-4c5b-4c5b-4c5b-4c5b-4c5b-4c5b
11,ancestral,40,40,0,1,-45.95774841308594,-1.1489437103271485,0.32432432432432434,0.6153846153846154,-6cdaa-4c5b-6cdaa-4c5b-6cdaa. Phil showed Phil an upside down sandwich. Phil got excited and threw the
11,topp90,40,40,0,1,-39.23423767089844,-0.9808559417724609,0.1891891891891892,0.6666666666666666,-c729a8e7bfc. Cousin Alice wanted to take a walk in the park. Cousin Alice took a walk in the park. Cousin Alice walked around in the park
11,temp07,40,40,0,1,-29.622268676757812,-0.7405567169189453,0.32432432432432434,0.5384615384615384,-c618a.she wanted to learn a new language. she decided to learn a new language from a book. she decided to learn a new language from a computer. she decided to learn a
12,greedy,40,40,0,1,-27.53023910522461,-0.6882559776306152,0.2702702702702703,0.6410256410256411,cdaa-bfcb-a-deeb-a-deeb-a-deeb. She wanted to buy a new car for her husband. She decided to
12,beam5,40,40,0,1,-6.2856645584106445,-0.1571416139602661,0.8918918918918919,0.10256410256410256,cdaa-cdaa-cdaa-cdaa-cdaa-cdaa-cdaa-cdaa-cdaa-cdaa-
12,beam20,40,40,0,1,-5.0781354904174805,-0.126953387260437,0.7567567567567568,0.23076923076923078,6ff8-4e9e-6ff8-4e9e-6ff8-4e9e-6ff8-4e9e-6ff8-
12,ancestral,40,40,0,1,-73.70538330078125,-1.8426345825195312,0.0,0.9230769230769231,aca. He wanted a new doll to play with. He asked his friend to make a doll for him. He figured the doll would bring joy to his idol. He took a fancy doll and put
12,topp90,40,40,0,1,-25.557270050048828,-0.6389317512512207,0.7027027027027027,0.28205128205128205,da66-c8a6-dbaa-c8a6-dbaa-c8a6-dbaa-c8a6-dbaa-c
12,temp07,40,40,0,1,-12.19563102722168,-0.304890775680542,0.8108108108108109,0.1794871794871795,6ebc-cdaa-cdaa-cdaa-cdaa-cdaa-cdaa-cdaa-cdaa-cdaa-
13,greedy,40,40,0,1,-9.909334182739258,-0.24773335456848145,0.8648648648648649,0.1282051282051282,-c8a8-c8a8-c8a8-c8a8-c8a8-c8a8-c8a8-c8a8
13,beam5,40,40,0,1,-6.922599792480469,-0.1730649948120117,0.8378378378378378,0.15384615384615385,-baa8-bbaa8-bbaa8-bbaa8-bbaa8-bbaa8-bbaa8-bbaa8-
13,beam20,40,40,0,1,-4.923459529876709,-0.12308648824691773,0.8918918918918919,0.10256410256410256,-b4e-b4e-b4e-b4e-b4e-b4e-b4e-b4e-b4e-b4e
13,ancestral,40,40,0,1,-84.26042175292969,-2.106510543823242,0.08108108108108109,0.7692307692307693,-85c8-311e-afb8-481f-bfc8-b07a-4548-9f8b-c9c8-b07a-
13,topp90,40,40,0,1,-44.75148010253906,-1.1187870025634765,0.4864864864864865,0.46153846153846156,-ec8b-8d97-bea7-aee7-bfa7-bfa7-bfa7-bfa7-bfa7-bfa7
13,temp07,40,40,0,1,-8.701131820678711,-0.21752829551696778,0.6486486486486487,0.3076923076923077,-a4b7-b477-4b4e-a4b7-b477-4b4e-a4b7-b477-4b4e-
14,greedy,40,40,0,1,-24.490028381347656,-0.6122507095336914,0.6486486486486487,0.2564102564102564,-bfc9-d8e8-e8e8-bfc9-d8e8-e8e8-bfc9-d8e8-e8
14,beam5,40,40,0,1,-13.55118465423584,-0.338779616355896,0.7567567567567568,0.23076923076923078,-bfc9-7fdaa-bfc9-7fdaa-bfc9-7fdaa-bfc9-7fdaa-bfc9
14,beam20,40,40,0,1,-10.943546295166016,-0.2735886573791504,0.8648648648648649,0.1282051282051282,-7fdaa-7fdaa-7fdaa-7fdaa-7fdaa-7fdaa-7fdaa-7fdaa
14,ancestral,40,40,0,1,-70.22203063964844,-1.7555507659912108,0.2702702702702703,0.6923076923076923,"-6e59-7610. Daryl took a fancy jacket and went to the mall. Daryl took a fancy jacket and went to the mall. Daryl looked around and looked at his belongings, then"
14,topp90,40,40,0,1,-35.64220428466797,-0.8910551071166992,0.4594594594594595,0.46153846153846156,-6ebb-ee8e-bfcb-febd-eeb8-bfcb-febd-eeb8-bfcb-febd
14,temp07,40,40,0,1,-70.72432708740234,-1.7681081771850586,0.02702702702702703,0.8717948717948718,-bfc2-e8145a7f8a44. Mary took a flight to Japan to attend the wedding of her friend. Mary was forced to attend the wedding because her friend didn
15,greedy,40,40,0,1,-14.085546493530273,-0.35213866233825686,0.7297297297297297,0.2564102564102564,c-8a7e-eea8-eea8-eea8-eea8-eea8-eea8-eea8-eea8-ee
15,beam5,40,40,0,1,-8.132442474365234,-0.20331106185913086,0.8648648648648649,0.1282051282051282,c-8bbf-8bbf-8bbf-8bbf-8bbf-8bbf-8bbf-8bbf-8bbf-8bb
15,beam20,40,40,0,1,-4.072234153747559,-0.10180585384368897,0.8918918918918919,0.10256410256410256,c-4cdc-4cdc-4cdc-4cdc-4cdc-4cdc-4cdc-4cdc-4cdc-4cd
15,ancestral,40,40,0,1,-79.45742797851562,-1.9864356994628907,0.0,0.8717948717948718,c-ba8f-c154. Daria arrived early at the cottage to bring her kitten home. Daria brought her kitten back to her house. Daria wanted to sell the kitten at
15,topp90,40,40,0,1,-4.072234153747559,-0.10180585384368897,0.8918918918918919,0.10256410256410256,c-4cdc-4cdc-4cdc-4cdc-4cdc-4cdc-4cdc-4cdc-4cdc-4cd
15,temp07,40,40,0,1,-33.09227752685547,-0.8273069381713867,0.2702702702702703,0.6410256410256411,c-bfc8-dee8-eea8-dee8-eea8-dee8. Jen worked very hard to put together the meals for her family. Jen
16,greedy,40,40,0,1,-12.075227737426758,-0.3018806934356689,0.8648648648648649,0.1282051282051282,-c8a8-c8a8-c8a8-c8a8-c8a8-c8a8-c8a8-c8a8
16,beam5,40,40,0,1,-5.291799068450928,-0.1322949767112732,0.7837837837837838,0.20512820512820512,-7df2-49b1-7df2-49b1-7df2-49b1-7df2-49b1-7df2-49b1
16,beam20,40,40,0,1,-5.291799068450928,-0.1322949767112732,0.7837837837837838,0.20512820512820512,-7df2-49b1-7df2-49b1-7df2-49b1-7df2-49b1-7df2-49b1
16,ancestral,40,40,0,1,-68.94099426269531,-1.7235248565673829,0.02702702702702703,0.7948717948717948,-7df3-7df6-7df8. Stan had been wanting to buy a pool. Stan went to the mall and purchased a pool. Stan looked upon the pool with satisfaction.
16,topp90,40,40,0,1,-25.53579330444336,-0.638394832611084,0.6216216216216216,0.3076923076923077,-c07a-5bbf-c05a-6bbf-c05a-6bbf-c05a-6bbf-c05a-6bbf
16,temp07,40,40,0,1,-35.42953872680664,-0.885738468170166,0.13513513513513514,0.7435897435897436,-7df2-49b1-7df2-49b1. Tom took a big bite out of his sandwich. Tom got furious and smashed his sandwich into the floor. Tom kicked
17,greedy,40,40,0,1,-16.02056121826172,-0.400514030456543,0.7837837837837838,0.20512820512820512,8bbf-a7d8-a7d8-a7d8-a7d8-a7d8-a7d8-a7d8-a
17,beam5,40,40,0,1,-7.4776082038879395,-0.1869402050971985,0.8918918918918919,0.10256410256410256,8bbf-8bbf-8bbf-8bbf-8bbf-8bbf-8bbf-8bbf-8bbf-8bbf-
17,beam20,40,40,0,1,-6.430449962615967,-0.16076124906539918,0.8918918918918919,0.10256410256410256,8bbb-8bbb-8bbb-8bbb-8bbb-8bbb-8bbb-8bbb-8bbb-8bbb-
17,ancestral,40,40,0,1,-104.45549011230469,-2.611387252807617,0.0,0.9487179487179487,84b9-4435a8f6c8b. Father helped his boy away from the yard in late evening. Brother caught the boy trying to steal a souvenir necklace from the yard
17,topp90,40,40,0,1,-74.03180694580078,-1.8507951736450194,0.02702702702702703,0.8461538461538461,"cf3e-095a-8dfa-6e76-a96b-10a7-10a5-10a7. Tom looked around at the crowd, trying"
17,temp07,40,40,0,1,-20.998004913330078,-0.5249501228332519,0.7567567567567568,0.23076923076923078,8a8b-d983a-d983a-d983a-d983a-d983a-d983a-d983a-
18,greedy,40,40,0,1,-19.88265037536621,-0.4970662593841553,0.7027027027027027,0.28205128205128205,-bfc8-e8a7-a8a7-a8a7-a8a7-a8a7-a8a7-a8a7-
18,beam5,40,40,0,1,-17.062410354614258,-0.4265602588653564,0.35135135135135137,0.5641025641025641,. he wanted to buy a new car. he went to the dealership and looked at the cars. he decided to buy a new car. he went to the dealership and looked at the cars again.
18,beam20,40,40,0,1,-7.794116020202637,-0.19485290050506593,0.8918918918918919,0.10256410256410256,-cbbb-cbbb-cbbb-cbbb-cbbb-cbbb-cbbb-cbbb-cbbb-cbbb
18,ancestral,40,40,0,1,-84.73172760009766,-2.1182931900024413,0.0,0.9743589743589743,-bbfc-a87b-02b8. Jim had a peach in his pocket one day. Jim wanted to buy a new peach party balloon that he hadn't seen in a fair long
18,topp90,40,40,0,1,-57.23631286621094,-1.4309078216552735,0.0,0.8974358974358975,-bfcda. she had been looking everywhere for a puppy. her puppy slept in her bedroom all night. she wanted a puppy more hard. she took a dog back to her house. she
18,temp07,40,40,0,1,-46.052982330322266,-1.1513245582580567,0.02702702702702703,0.7948717948717948,. She felt uncomfortable in her new clothes. She decided to pick out a new shirt. she looked down at her clothes. she wanted a nice blue shirt. she chose a white shirt. she looked
19,greedy,40,40,0,1,-18.25633430480957,-0.45640835762023924,0.2972972972972973,0.5384615384615384,. he wanted to buy a new car. he decided to buy a new car through his dealership. he went to the dealership and bought a new car. he went to the dealership and bought a new
19,beam5,40,40,0,1,-5.934160232543945,-0.14835400581359864,0.918918918918919,0.07692307692307693,a.pal.pal.pal.pal.pal.pal.pal.pal.pal.pal.pal.pal.pal.pal.pal.pal.pal.pal.pal.
19,beam20,40,40,0,1,-5.934160232543945,-0.14835400581359864,0.918918918918919,0.07692307692307693,a.pal.pal.pal.pal.pal.pal.pal.pal.pal.pal.pal.pal.pal.pal.pal.pal.pal.pal.pal.
19,ancestral,40,40,0,1,-23.537036895751953,-0.5884259223937989,0.7297297297297297,0.20512820512820512,.lynch.sheeth.sheeth.sheeth.sheeth. sheeth. sheeth. sheeth. sheeth. sheeth. sheeth. sheeth. sheeth.
19,topp90,40,40,0,1,-39.41798782348633,-0.9854496955871582,0.02702702702702703,0.7948717948717948,. he came to the store to buy a new smartphone. he decided to buy a brand new smartphone. he bought a new black smartphone with a big screen. he loaded up the smartphone on his computer
19,temp07,40,40,0,1,-38.25836944580078,-0.9564592361450195,0.32432432432432434,0.5897435897435898,a. fancy dress party. Carol wore purple dress and danced all night. Carol decided to wear a nice dress for the fancy dress party. Carol decided to wear a nice dress for the fancy dress party
20,greedy,40,40,0,1,-10.797531127929688,-0.2699382781982422,0.7837837837837838,0.1794871794871795,8a8a-a90f-a90f-a90f-a90f-a90f-a90f-a90f-a90f-a90f
20,beam5,40,40,0,1,-5.847084045410156,-0.1461771011352539,0.8918918918918919,0.10256410256410256,a90f-a90f-a90f-a90f-a90f-a90f-a90f-a90f-a90f-a90f-
20,beam20,40,40,0,1,-5.847084045410156,-0.1461771011352539,0.8918918918918919,0.10256410256410256,a90f-a90f-a90f-a90f-a90f-a90f-a90f-a90f-a90f-a90f-
20,ancestral,40,40,0,1,-93.79641723632812,-2.344910430908203,0.0,0.9230769230769231,a8a8-bfcbf46e5fb. Barrett decided to bake a cake for his girlfriend's birthday. Barrett entered his bakery and loaded everything into his cram room. Barrett looked at
20,topp90,40,40,0,1,-39.37971115112305,-0.9844927787780762,0.43243243243243246,0.38461538461538464,b8c9-7d5a-a8c7-a8c8-a8c9-a8c9-a8c8-a8c9-
20,temp07,40,40,0,1,-53.64354705810547,-1.3410886764526366,0.0,0.9487179487179487,9feb-a90f. Threw a rock up in the air and threw it as hard as he could. He landed shockingly hard on the ground. He rolled around in the dirt
21,greedy,40,40,0,1,-18.04216194152832,-0.451054048538208,0.3783783783783784,0.5384615384615384,e79-c67d-4e79-c67d-4e79. Tom decided he wanted to get a puppy for his birthday. Tom decided he wanted to get a puppy for
21,beam5,40,40,0,1,-7.878445625305176,-0.1969611406326294,0.8378378378378378,0.15384615384615385,e79-cbaa-cbaa-cbaa-cbaa-cbaa-cbaa-cbaa-cbaa-cbaa-c
21,beam20,40,40,0,1,-6.484562873840332,-0.1621140718460083,0.7567567567567568,0.23076923076923078,e8e-c67d-4e8e-c67d-4e8e-c67d-4e8e-c67d-4e8e-
21,ancestral,40,40,0,1,-73.9296875,-1.8482421875,0.02702702702702703,0.8205128205128205,fdaa8a8a. Dick did not want to go to work that day. so he slept in the closet all day. Dick put away the sleeping bag that night. Dick put away
21,topp90,40,40,0,1,-43.07487487792969,-1.0768718719482422,0.4594594594594595,0.48717948717948717,eea-cea8-b79b-eccc-a5b8-a5b8-a5b8-a5b8-a5b8.
21,temp07,40,40,0,1,-29.453845977783203,-0.7363461494445801,0.1891891891891892,0.7692307692307693,e04a-b8c3e90-c67d-4e04a-b8c3e90. Maria went to the grocery store to buy groceries for her family.
22,greedy,40,40,0,1,-27.790189743041992,-0.6947547435760498,0.02702702702702703,0.7692307692307693,. She wanted to buy a new dog. She decided to buy a puppy from a puppy shop. She arrived at the store very excited about her new dog. She walked around the store trying to pick
22,beam5,40,40,0,1,-14.469879150390625,-0.36174697875976564,0.5675675675675675,0.358974358974359,. She went to the grocery store to buy groceries for her family. She went to the store to buy groceries for her family. She went to the store to buy groceries for her family. She went
22,beam20,40,40,0,1,-14.469879150390625,-0.36174697875976564,0.5675675675675675,0.358974358974359,. She went to the grocery store to buy groceries for her family. She went to the store to buy groceries for her family. She went to the store to buy groceries for her family. She went
22,ancestral,40,40,0,1,-45.88070297241211,-1.1470175743103028,0.05405405405405406,0.7948717948717948,. she had a little girl that she wanted to foster. she looked through her closet to find a little girl to play with. she decided to buy a puppy from a shelter. she looked through her
22,topp90,40,40,0,1,-60.02167510986328,-1.500541877746582,0.0,0.7948717948717948,"-da8d. She walked to the store and purchased a puppy. She walked away a few minutes later, to eat something. She walked back to the store, to buy a new puppy."
22,temp07,40,40,0,1,-43.96959686279297,-1.0992399215698243,0.02702702702702703,0.8717948717948718,. She slept very poorly that night. her parents told her to go to the hospital. she decided to go anyway. she woke up absolutely terrified of the hospital. she went in and got a procedure
23,greedy,40,40,0,1,-1.9449094533920288,-0.04862273633480072,0.6486486486486487,0.3333333333333333,-c8016cd1-e045-46a9-c8016cd1-e045-46a9-c8016cd1-e045-46a9-
23,beam5,40,40,0,1,-1.9449094533920288,-0.04862273633480072,0.6486486486486487,0.3333333333333333,-c8016cd1-e045-46a9-c8016cd1-e045-46a9-c8016cd1-e045-46a9-
