sampler,seq_id,step,epsilon,method,grad_norm,crossed,n_positions,n_crossed,accepted,log_alpha,log_target_ratio,log_proposal_ratio,log_q_back,log_q_fwd,step_norm,drift_norm,noise_norm,config
cls,0,34,3.2836734693877547,policy,False,1,1,1,0,-1435.5806884765625,0.427337646484375,-1436.008056640625,-4031.833740234375,-2595.82568359375,98.99613189697266,2.250325918197632,65.76907348632812,cls_policy_gnoff_mh
cls,0,35,3.071428571428571,policy,False,1,1,1,0,-1586.211669921875,-2.9419403076171875,-1583.269775390625,-4102.26025390625,-2518.990478515625,96.02333068847656,2.104872941970825,61.941036224365234,cls_policy_gnoff_mh
cls,0,36,2.8591836734693867,policy,False,1,1,1,0,-1767.645751953125,-9.69415283203125,-1757.95166015625,-4250.845703125,-2492.89404296875,96.5844955444336,1.9594199657440186,60.699249267578125,cls_policy_gnoff_mh
cls,0,37,2.646938775510203,policy,False,0,1,0,0,-2009.8526611328125,-6.458099365234375,-2003.39453125,-4420.193359375,-2416.798828125,96.15943145751953,1.8139668703079224,57.17856979370117,cls_policy_gnoff_mh
cls,0,38,2.4346938775510196,policy,False,1,1,1,0,-2168.92578125,-4.28399658203125,-2164.641845703125,-4529.431640625,-2364.789794921875,93.09899139404297,1.6685137748718262,54.90407943725586,cls_policy_gnoff_mh
cls,0,39,2.222448979591835,policy,False,1,1,1,0,-2412.029541015625,-15.4287109375,-2396.600830078125,-4764.802734375,-2368.201904296875,93.90008544921875,1.523060917854309,55.01190948486328,cls_policy_gnoff_mh
cls,0,40,2.0102040816326525,policy,False,1,1,1,0,-2715.966064453125,-6.862091064453125,-2709.10400390625,-5005.90771484375,-2296.8037109375,92.33526611328125,1.377607822418213,52.04338455200195,cls_policy_gnoff_mh
cls,0,41,1.797959183673468,policy,False,1,1,1,0,-3124.19140625,-13.5777587890625,-3110.613525390625,-5297.12451171875,-2186.510986328125,89.74790954589844,1.2321548461914062,47.777957916259766,cls_policy_gnoff_mh
cls,0,42,1.5857142857142854,policy,False,1,1,1,0,-3600.224853515625,-14.277725219726562,-3585.947021484375,-5658.58740234375,-2072.640380859375,86.7881088256836,1.0867018699645996,43.67031478881836,cls_policy_gnoff_mh
cls,0,43,1.373469387755101,policy,False,0,1,0,0,-4098.94873046875,-4.5125885009765625,-4094.436279296875,-6157.2080078125,-2062.771728515625,85.58585357666016,0.9412487745285034,43.3283805847168,cls_policy_gnoff_mh
cls,0,44,1.1612244897959183,policy,False,1,1,1,0,-5028.08056640625,-3.3833770751953125,-5024.697265625,-6918.13134765625,-1893.43408203125,83.68058776855469,0.7957957983016968,37.99300765991211,cls_policy_gnoff_mh
cls,0,45,0.9489795918367339,policy,False,1,1,1,0,-6296.0078125,-10.891525268554688,-6285.1162109375,-8060.8935546875,-1775.777587890625,82.83668518066406,0.6503428220748901,34.66275405883789,cls_policy_gnoff_mh
cls,0,46,0.7367346938775494,policy,False,0,1,0,0,-8244.6513671875,-11.0025634765625,-8233.6484375,-9875.21484375,-1641.56591796875,81.74627685546875,0.5048897862434387,31.20513343811035,cls_policy_gnoff_mh
cls,0,47,0.5244897959183668,policy,False,0,1,0,0,-11928.58984375,-8.586212158203125,-11920.00390625,-13272.958984375,-1352.95458984375,80.41632843017578,0.3594368100166321,24.87183952331543,cls_policy_gnoff_mh
cls,0,48,0.3122448979591823,policy,False,0,1,0,0,-20136.681640625,-3.166778564453125,-20133.515625,-21187.806640625,-1054.291015625,78.10829162597656,0.21398374438285828,19.724355697631836,cls_policy_gnoff_mh
cls,0,49,0.1,policy,False,0,1,0,0,-63517.796875,-7.8047943115234375,-63509.9921875,-63863.2890625,-353.29736328125,75.85488891601562,0.06853074580430984,11.407984733581543,cls_policy_gnoff_mh
cls,1,0,10.5,policy,False,1,1,1,1,466.12542724609375,-7.2842559814453125,473.40966796875,-2851.981689453125,-3325.391357421875,117.9254379272461,40.42696762084961,116.31708526611328,cls_policy_gnoff_mh
cls,1,1,10.287755102040816,policy,False,1,1,1,1,90.11689758300781,-0.5735321044921875,90.6904296875,-3183.7138671875,-3274.404296875,124.69762420654297,16.12771987915039,111.69605255126953,cls_policy_gnoff_mh
cls,1,2,10.075510204081633,policy,False,1,1,1,1,1.178680419921875,5.327606201171875,-4.14892578125,-3299.283447265625,-3295.134521484375,132.55352783203125,10.03893756866455,113.60108184814453,cls_policy_gnoff_mh
cls,1,3,9.863265306122448,policy,False,1,1,1,0,-10.7237548828125,-1.0513916015625,-9.67236328125,-3257.15576171875,-3247.4833984375,126.3328857421875,13.820272445678711,109.3716049194336,cls_policy_gnoff_mh
cls,1,4,9.651020408163266,policy,False,1,1,1,0,-13.043899536132812,3.5935516357421875,-16.637451171875,-3270.564697265625,-3253.92724609375,127.50601959228516,13.52287769317627,109.99019622802734,cls_policy_gnoff_mh
cls,1,5,9.438775510204081,policy,False,1,1,1,1,6.313140869140625,-0.815277099609375,7.12841796875,-3267.940673828125,-3275.069091796875,128.66268920898438,13.225482940673828,111.80143737792969,cls_policy_gnoff_mh
cls,1,6,9.226530612244897,policy,False,1,1,1,0,-46.968597412109375,-10.969818115234375,-35.998779296875,-3266.39501953125,-3230.396240234375,125.4261703491211,11.611153602600098,107.99414825439453,cls_policy_gnoff_mh
cls,1,7,9.014285714285714,policy,False,1,1,1,0,-59.06243896484375,-1.97186279296875,-57.090576171875,-3278.647216796875,-3221.556640625,125.69481658935547,11.3440523147583,107.2548599243164,cls_policy_gnoff_mh
cls,1,8,8.80204081632653,policy,False,1,1,1,0,-73.6453857421875,-7.1671142578125,-66.478271484375,-3268.572509765625,-3202.09423828125,124.23890686035156,11.076952934265137,105.63421630859375,cls_policy_gnoff_mh
cls,1,9,8.589795918367347,policy,False,0,1,0,0,-97.2139892578125,4.7083740234375,-101.92236328125,-3261.8583984375,-3159.93603515625,121.63607788085938,10.809852600097656,102.14511108398438,cls_policy_gnoff_mh
cls,1,10,8.377551020408163,policy,False,1,1,1,0,-120.58273315429688,-2.821990966796875,-117.7607421875,-3258.77490234375,-3141.01416015625,120.02023315429688,10.542752265930176,100.63336181640625,cls_policy_gnoff_mh
cls,1,11,8.16530612244898,policy,False,1,1,1,0,-97.3663330078125,5.6312255859375,-102.99755859375,-3282.95654296875,-3179.958984375,123.64871978759766,10.275651931762695,103.8012466430664,cls_policy_gnoff_mh
cls,1,12,7.953061224489796,policy,False,1,1,1,0,-170.07106018066406,-11.410171508789062,-158.660888671875,-3287.18212890625,-3128.521240234375,121.75613403320312,10.008551597595215,99.7224349975586,cls_policy_gnoff_mh
cls,1,13,7.740816326530612,policy,False,1,1,1,0,-165.8728485107422,6.5731964111328125,-172.446044921875,-3285.501708984375,-3113.0556640625,120.58329772949219,9.741451263427734,98.52792358398438,cls_policy_gnoff_mh
cls,1,14,7.5285714285714285,policy,False,1,1,1,0,-166.67245483398438,-4.633636474609375,-162.038818359375,-3252.302001953125,-3090.26318359375,116.3773193359375,9.47435188293457,96.7796630859375,cls_policy_gnoff_mh
cls,1,15,7.316326530612244,policy,False,1,1,1,0,-188.02203369140625,4.98333740234375,-193.00537109375,-3252.17529296875,-3059.169921875,114.70011138916016,9.20725154876709,94.41969299316406,cls_policy_gnoff_mh
cls,1,16,7.104081632653061,policy,False,1,1,1,0,-276.00213623046875,-8.83343505859375,-267.168701171875,-3309.471923828125,-3042.30322265625,117.92720794677734,8.94015121459961,93.190673828125,cls_policy_gnoff_mh
cls,1,17,6.891836734693877,policy,False,1,1,1,0,-226.4463348388672,-2.8755340576171875,-223.57080078125,-3279.186279296875,-3055.615478515625,115.35446166992188,8.673050880432129,94.21309661865234,cls_policy_gnoff_mh
cls,1,18,6.679591836734693,policy,False,1,1,1,0,-286.1259765625,-7.419921875,-278.7060546875,-3287.875732421875,-3009.169677734375,114.04116821289062,8.405950546264648,90.82798767089844,cls_policy_gnoff_mh
cls,1,19,6.46734693877551,policy,False,1,1,1,0,-255.3001708984375,0.3255615234375,-255.625732421875,-3263.904052734375,-3008.2783203125,111.79261779785156,8.138850212097168,90.79301452636719,cls_policy_gnoff_mh
cls,1,20,6.255102040816326,policy,False,1,1,1,0,-276.5048828125,-5.6140289306640625,-270.890869140625,-3273.16552734375,-3002.274658203125,111.52420806884766,7.871750831604004,90.35982513427734,cls_policy_gnoff_mh
cls,1,21,6.042857142857143,policy,False,1,1,1,0,-323.0235595703125,-7.6773681640625,-315.34619140625,-3270.048828125,-2954.70263671875,108.88037109375,7.604650020599365,87.06273651123047,cls_policy_gnoff_mh
cls,1,22,5.830612244897959,policy,False,1,1,1,0,-341.22637939453125,-5.7004852294921875,-335.52587890625,-3291.47802734375,-2955.9521484375,109.26139068603516,7.337549686431885,87.14989471435547,cls_policy_gnoff_mh
cls,1,23,5.618367346938775,policy,False,1,1,1,0,-412.265380859375,1.53759765625,-413.802978515625,-3289.246337890625,-2875.443359375,104.68385314941406,7.070449352264404,81.73518371582031,cls_policy_gnoff_mh
cls,1,24,5.406122448979591,policy,False,1,1,1,0,-414.7903137207031,-7.663848876953125,-407.12646484375,-3295.4501953125,-2888.32373046875,105.65985870361328,6.80334997177124,82.66806030273438,cls_policy_gnoff_mh
cls,1,25,5.193877551020408,policy,False,1,1,1,0,-475.76947021484375,-2.81365966796875,-472.955810546875,-3305.318115234375,-2832.3623046875,102.69113159179688,6.53624963760376,79.06110382080078,cls_policy_gnoff_mh
cls,1,26,4.981632653061224,policy,False,1,1,1,0,-499.8641052246094,-37.658538818359375,-462.20556640625,-3306.69287109375,-2844.4873046875,102.37229919433594,6.269149303436279,79.88792419433594,cls_policy_gnoff_mh
cls,1,27,4.7693877551020405,policy,False,1,1,1,0,-513.7023315429688,-5.91937255859375,-507.782958984375,-3295.51611328125,-2787.733154296875,98.42540740966797,6.002048969268799,76.38458251953125,cls_policy_gnoff_mh
cls,1,28,4.557142857142857,policy,False,1,1,1,0,-567.4019775390625,0.8367919921875,-568.23876953125,-3321.27685546875,-2753.0380859375,97.62026977539062,5.734949111938477,74.325439453125,cls_policy_gnoff_mh
cls,1,29,4.3448979591836725,policy,False,1,1,1,0,-626.1649780273438,-6.6391143798828125,-619.52587890625,-3360.380859375,-2740.85498046875,97.82156372070312,5.467848300933838,73.66383361816406,cls_policy_gnoff_mh
cls,1,30,4.132653061224489,policy,False,1,1,1,0,-679.47607421875,-6.060333251953125,-673.415771484375,-3399.56494140625,-2726.149169921875,97.7318344116211,5.200748920440674,72.8331527709961,cls_policy_gnoff_mh
cls,1,31,3.9204081632653054,policy,False,0,1,0,0,-732.275390625,1.3818206787109375,-733.6572265625,-3407.12548828125,-2673.46826171875,94.77356719970703,4.933648586273193,69.8837890625,cls_policy_gnoff_mh
cls,1,32,3.708163265306122,policy,False,1,1,1,0,-874.739013671875,-7.5017242431640625,-867.2373046875,-3465.859375,-2598.6220703125,93.1906967163086,4.666548252105713,65.79092407226562,cls_policy_gnoff_mh
cls,1,33,3.4959183673469383,policy,False,1,1,1,0,-916.75439453125,-4.726806640625,-912.027587890625,-3522.620361328125,-2610.5927734375,94.23480987548828,4.399448394775391,66.54426574707031,cls_policy_gnoff_mh
cls,1,34,3.2836734693877547,policy,False,1,1,1,0,-934.9363403320312,-5.56036376953125,-929.3759765625,-3532.729736328125,-2603.353759765625,91.75057220458984,4.13234806060791,66.14386749267578,cls_policy_gnoff_mh
cls,1,35,3.071428571428571,policy,False,1,1,1,0,-1036.01513671875,0.575653076171875,-1036.5908203125,-3608.58837890625,-2571.99755859375,91.39051818847656,3.8652477264404297,64.51594543457031,cls_policy_gnoff_mh
cls,1,36,2.8591836734693867,policy,False,1,1,1,0,-1276.6796875,-41.74169921875,-1234.93798828125,-3718.003662109375,-2483.065673828125,90.73806762695312,3.5981476306915283,60.2345085144043,cls_policy_gnoff_mh
cls,1,37,2.646938775510203,policy,False,0,1,0,0,-1339.5623779296875,3.1990814208984375,-1342.761474609375,-3734.618896484375,-2391.857421875,85.52996826171875,3.331047296524048,56.01206588745117,cls_policy_gnoff_mh
cls,1,38,2.4346938775510196,policy,False,1,1,1,0,-1518.570556640625,-2.0952301025390625,-1516.475341796875,-3900.6162109375,-2384.140869140625,87.12699890136719,3.0639469623565674,55.755584716796875,cls_policy_gnoff_mh
cls,1,39,2.222448979591835,policy,False,1,1,1,0,-1638.605712890625,-1.181884765625,-1637.423828125,-3963.379638671875,-2325.955810546875,83.18418884277344,2.796847105026245,53.277862548828125,cls_policy_gnoff_mh
cls,1,40,2.0102040816326525,policy,False,1,1,1,0,-1872.193359375,-8.064697265625,-1864.128662109375,-4189.0068359375,-2324.878173828125,84.65919494628906,2.5297467708587646,53.116703033447266,cls_policy_gnoff_mh
cls,1,41,1.797959183673468,policy,False,1,1,1,0,-2092.57275390625,-4.9038238525390625,-2087.6689453125,-4292.6376953125,-2204.96875,79.1422119140625,2.2626466751098633,48.46757125854492,cls_policy_gnoff_mh
cls,1,42,1.5857142857142854,policy,False,1,1,1,0,-2548.9326171875,-2.1046142578125,-2546.827880859375,-4659.962890625,-2113.135009765625,80.0404281616211,1.9955464601516724,45.116764068603516,cls_policy_gnoff_mh
cls,1,43,1.373469387755101,policy,False,1,1,1,0,-2994.380859375,-3.7591552734375,-2990.62158203125,-5002.568359375,-2011.9468994140625,77.31977081298828,1.728446364402771,41.6861572265625,cls_policy_gnoff_mh
cls,1,44,1.1612244897959183,policy,False,1,1,1,0,-3552.66259765625,-7.8443603515625,-3544.818115234375,-5470.6181640625,-1925.800048828125,74.61589813232422,1.4613460302352905,38.96969223022461,cls_policy_gnoff_mh
cls,1,45,0.9489795918367339,policy,False,1,1,1,0,-4526.9375,-3.2098541259765625,-4523.7275390625,-6304.1025390625,-1780.3748779296875,73.68331909179688,1.1942460536956787,34.78839111328125,cls_policy_gnoff_mh
cls,1,46,0.7367346938775494,policy,False,1,1,1,0,-5979.7822265625,-5.931854248046875,-5973.8505859375,-7592.7880859375,-1618.937744140625,71.880859375,0.9271458387374878,30.666240692138672,cls_policy_gnoff_mh
cls,1,47,0.5244897959183668,policy,False,0,1,0,0,-8577.0849609375,0.5094757080078125,-8577.5947265625,-9939.35546875,-1361.7603759765625,69.34451293945312,0.6600456833839417,25.056846618652344,cls_policy_gnoff_mh
cls,1,48,0.3122448979591823,policy,False,0,1,0,0,-14792.4912109375,2.311370849609375,-14794.802734375,-15895.279296875,-1100.4764404296875,68.63297271728516,0.39294546842575073,20.442419052124023,cls_policy_gnoff_mh
cls,1,49,0.1,policy,False,0,1,0,0,-47121.9375,1.41351318359375,-47123.3515625,-47489.32421875,-365.973388671875,66.23169708251953,0.1258452832698822,11.518564224243164,cls_policy_gnoff_mh
cls,2,0,10.5,policy,False,1,1,1,1,392.11529541015625,-22.457931518554688,414.5732421875,-2912.0166015625,-3326.58984375,137.70516967773438,156.52061462402344,116.42520904541016,cls_policy_gnoff_mh
cls,2,1,10.287755102040816,policy,False,1,1,1,0,-46.96461486816406,7.2753753662109375,-54.239990234375,-3393.53662109375,-3339.296630859375,135.6820526123047,11.550559043884277,117.52106475830078,cls_policy_gnoff_mh
cls,2,2,10.075510204081633,policy,False,1,1,1,0,-27.462387084960938,-13.701400756835938,-13.760986328125,-3348.07177734375,-3334.310791015625,135.80967712402344,11.312260627746582,117.02412414550781,cls_policy_gnoff_mh
cls,2,3,9.863265306122448,policy,False,1,1,1,0,-118.8795166015625,-8.0623779296875,-110.817138671875,-3343.999267578125,-3233.18212890625,128.80751037597656,11.073963165283203,108.07421112060547,cls_policy_gnoff_mh
cls,2,4,9.651020408163266,policy,False,1,1,1,0,-244.61061096191406,-58.26222229003906,-186.348388671875,-3406.96337890625,-3220.614990234375,128.135498046875,10.835665702819824,107.02734375,cls_policy_gnoff_mh
cls,2,5,9.438775510204081,policy,False,1,1,1,0,-197.91702270507812,-24.022247314453125,-173.894775390625,-3420.05419921875,-3246.159423828125,131.04769897460938,10.597368240356445,109.3335189819336,cls_policy_gnoff_mh
cls,2,6,9.226530612244897,policy,False,1,1,1,0,-266.76739501953125,-38.49324035644531,-228.274169921875,-3458.98779296875,-3230.713623046875,128.62734985351562,10.359070777893066,108.0212631225586,cls_policy_gnoff_mh
cls,2,7,9.014285714285714,policy,False,1,1,1,0,-133.83859252929688,-10.440399169921875,-123.398193359375,-3337.09765625,-3213.699462890625,125.58116912841797,10.120773315429688,106.59246063232422,cls_policy_gnoff_mh
cls,2,8,8.80204081632653,policy,False,1,1,1,0,-125.71859741210938,-5.190765380859375,-120.52783203125,-3320.861328125,-3200.33349609375,124.85260772705078,9.882475852966309,105.4874038696289,cls_policy_gnoff_mh
cls,2,9,8.589795918367347,policy,False,1,1,1,0,-156.25262451171875,20.45440673828125,-176.70703125,-3355.67138671875,-3178.96435546875,126.87158966064453,9.64417839050293,103.73295593261719,cls_policy_gnoff_mh
cls,2,10,8.377551020408163,policy,False,1,1,1,0,-161.4857177734375,-5.9471435546875,-155.53857421875,-3299.806640625,-3144.26806640625,120.02249145507812,9.40588092803955,100.90388488769531,cls_policy_gnoff_mh
cls,2,11,8.16530612244898,policy,False,1,1,1,0,-135.4484100341797,-3.4259490966796875,-132.0224609375,-3351.828125,-3219.8056640625,127.75425720214844,9.167583465576172,106.8897476196289,cls_policy_gnoff_mh
cls,2,12,7.953061224489796,policy,False,1,1,1,0,-213.8184356689453,-1.6548614501953125,-212.16357421875,-3338.34375,-3126.18017578125,117.49726104736328,8.929285049438477,99.53556823730469,cls_policy_gnoff_mh
cls,2,13,7.740816326530612,policy,False,1,1,1,0,-284.61553955078125,-27.375045776367188,-257.240478515625,-3386.521728515625,-3129.28125,120.69203186035156,8.690987586975098,99.7945556640625,cls_policy_gnoff_mh
cls,2,14,7.5285714285714285,policy,False,1,1,1,0,-317.82489013671875,0.6223907470703125,-318.447265625,-3426.560791015625,-3108.113525390625,121.39837646484375,8.452690124511719,98.158447265625,cls_policy_gnoff_mh
cls,2,15,7.316326530612244,policy,False,1,1,1,0,-321.3111572265625,-30.415390014648438,-290.895751953125,-3368.849853515625,-3077.9541015625,117.77745819091797,8.21439266204834,95.86418914794922,cls_policy_gnoff_mh
cls,2,16,7.104081632653061,policy,False,1,1,1,0,-229.69041442871094,14.363540649414062,-244.053955078125,-3347.744873046875,-3103.69091796875,119.47795104980469,7.976095199584961,97.75843811035156,cls_policy_gnoff_mh
cls,2,17,6.891836734693877,policy,False,1,1,1,0,-287.710205078125,-10.257308959960938,-277.452880859375,-3337.5751953125,-3060.122314453125,116.41764831542969,7.737797260284424,94.54219818115234,cls_policy_gnoff_mh
cls,2,18,6.679591836734693,policy,False,1,1,1,0,-324.40203857421875,16.765457153320312,-341.16748046875,-3361.80224609375,-3020.634765625,114.15922546386719,7.499499320983887,91.6672592163086,cls_policy_gnoff_mh
cls,2,19,6.46734693877551,policy,False,1,1,1,0,-299.40008544921875,-2.3715362548828125,-297.028564453125,-3358.03955078125,-3061.010986328125,116.65587615966797,7.261202335357666,94.47459411621094,cls_policy_gnoff_mh
cls,2,20,6.255102040816326,policy,False,1,1,1,0,-377.75506591796875,-6.2643280029296875,-371.49072265625,-3361.69140625,-2990.20068359375,113.16586303710938,7.022904872894287,89.52009582519531,cls_policy_gnoff_mh
cls,2,21,6.042857142857143,policy,False,1,1,1,0,-440.67608642578125,-21.907516479492188,-418.7685546875,-3400.9072265625,-2982.138671875,111.50332641601562,6.78460693359375,88.94664764404297,cls_policy_gnoff_mh
cls,2,22,5.830612244897959,policy,False,1,1,1,0,-376.9604187011719,24.670440673828125,-401.630859375,-3371.489013671875,-2969.858154296875,110.97132873535156,6.546309471130371,88.07533264160156,cls_policy_gnoff_mh
cls,2,23,5.618367346938775,policy,False,0,1,0,0,-659.26318359375,-15.334442138671875,-643.9287109375,-3566.6201171875,-2922.69140625,107.12863159179688,6.308011531829834,84.92086029052734,cls_policy_gnoff_mh
cls,2,24,5.406122448979591,policy,False,1,1,1,0,-532.5752563476562,-11.583328247070312,-520.991943359375,-3418.819580078125,-2897.82763671875,109.427490234375,6.0697150230407715,83.2872543334961,cls_policy_gnoff_mh
